#.t	Rural_baseflow
#d	m/d
0	0.002142125
0.0416667	0.00213469
0.0833333	0.002099588
0.125	0.002093516
0.1666667	0.002077513
0.2083333	0.00205005
0.25	0.002046006
0.2916667	0.002028278
0.3333333	0.002034662
0.375	0.002030464
0.4166667	0.002040856
0.4583333	0.002047739
0.5	0.002084645
0.5416667	0.002107296
0.5833333	0.002117886
0.625	0.002178835
0.6666667	0.002220362
0.7083333	0.002241193
0.75	0.002254813
0.7916667	0.002264695
0.8333333	0.002291117
0.875	0.002310031
0.9166667	0.002320531
0.9583333	0.002330036
1	0.002363554
1.0416667	0.002544067
1.0833333	0.002785366
1.125	0.002908712
1.1666667	0.002993573
1.2083333	0.003096366
1.25	0.003172434
1.2916667	0.003260884
1.3333333	0.003339468
1.375	0.00335878
1.4166667	0.003358698
1.4583333	0.003357344
1.5	0.00335952
1.5416667	0.003323069
1.5833333	0.003274104
1.625	0.003115604
1.6666667	0.003072533
1.7083333	0.003103105
1.75	0.003095116
1.7916667	0.003054776
1.8333333	0.003011731
1.875	0.002954384
1.9166667	0.002886122
1.9583333	0.002822078
2	0.002772794
2.0416667	0.002739886
2.0833333	0.002689834
2.125	0.002638076
2.1666667	0.002592206
2.2083333	0.002558414
2.25	0.002489874
2.2916667	0.002452284
2.3333333	0.002422286
2.375	0.00237557
2.4166667	0.002369131
2.4583333	0.002351692
2.5	0.002325961
2.5416667	0.00230703
2.5833333	0.0022818
2.625	0.002262802
2.6666667	0.002266133
2.7083333	0.002264872
2.75	0.002356469
2.7916667	0.002524051
2.8333333	0.002573449
2.875	0.002591518
2.9166667	0.002642455
2.9583333	0.002682736
3	0.002683594
3.0416667	0.002677463
3.0833333	0.002673812
3.125	0.002647499
3.1666667	0.002625805
3.2083333	0.002592754
3.25	0.00258264
3.2916667	0.002562563
3.3333333	0.0025266
3.375	0.00250125
3.4166667	0.002474502
3.4583333	0.00244094
3.5	0.002418718
3.5416667	0.002397781
3.5833333	0.002365825
3.625	0.002330486
3.6666667	0.002302897
3.7083333	0.002254601
3.75	0.00224044
3.7916667	0.002214125
3.8333333	0.002191928
3.875	0.002158468
3.9166667	0.002138224
3.9583333	0.002146038
4	0.00214099
4.0416667	0.002165659
4.0833333	0.002225202
4.125	0.002306431
4.1666667	0.002398295
4.2083333	0.002546269
4.25	0.002721248
4.2916667	0.002827189
4.3333333	0.002931485
4.375	0.003314281
4.4166667	0.003814306
4.4583333	0.004222806
4.5	0.004535611
4.5416667	0.004755295
4.5833333	0.004897193
4.625	0.004905313
4.6666667	0.00486353
4.7083333	0.004781081
4.75	0.004693655
4.7916667	0.00461333
4.8333333	0.004486232
4.875	0.004406239
4.9166667	0.004306782
4.9583333	0.004212685
5	0.004117303
5.0416667	0.004051933
5.0833333	0.004005769
5.125	0.003967482
5.1666667	0.003933108
5.2083333	0.003888277
5.25	0.003854628
5.2916667	0.003813002
5.3333333	0.00374891
5.375	0.003689663
5.4166667	0.003617983
5.4583333	0.003584149
5.5	0.003549956
5.5416667	0.00346001
5.5833333	0.003376484
5.625	0.003325886
5.6666667	0.003226526
5.7083333	0.003015871
5.75	0.002983969
5.7916667	0.002979932
5.8333333	0.002965441
5.875	0.002926654
5.9166667	0.002891202
5.9583333	0.00286489
6	0.002823714
6.0416667	0.002764997
6.0833333	0.002728532
6.125	0.00270622
6.1666667	0.002684456
6.2083333	0.002652368
6.25	0.002625428
6.2916667	0.002608686
6.3333333	0.002600927
6.375	0.0026157
6.4166667	0.002669972
6.4583333	0.002724239
6.5	0.002783293
6.5416667	0.002817234
6.5833333	0.002827916
6.625	0.002840827
6.6666667	0.002830331
6.7083333	0.002818817
6.75	0.002795365
6.7916667	0.002763062
6.8333333	0.002739558
6.875	0.002705953
6.9166667	0.002673223
6.9583333	0.002637671
7	0.002598607
7.0416667	0.002572073
7.0833333	0.002540525
7.125	0.002511115
7.1666667	0.002471783
7.2083333	0.002452238
7.25	0.002421811
7.2916667	0.002417456
7.3333333	0.002388408
7.375	0.002357418
7.4166667	0.00235236
7.4583333	0.002334475
7.5	0.002313862
7.5416667	0.002281829
7.5833333	0.00226847
7.625	0.002247935
7.6666667	0.002215808
7.7083333	0.002195278
7.75	0.00218797
7.7916667	0.002181808
7.8333333	0.002158915
7.875	0.002136388
7.9166667	0.002109848
7.9583333	0.002099767
8	0.002079845
8.0416667	0.002065308
8.0833333	0.002039938
8.125	0.00201828
8.1666667	0.002011001
8.2083333	0.001994903
8.25	0.001951736
8.2916667	0.001954922
8.3333333	0.001949033
8.375	0.001941994
8.4166667	0.001929151
8.4583333	0.001920142
8.5	0.001965056
8.5416667	0.002015536
8.5833333	0.001982498
8.625	0.0019351
8.6666667	0.001751093
8.7083333	0.001905786
8.75	0.001865698
8.7916667	0.001873984
8.8333333	0.001925112
8.875	0.001926492
8.9166667	0.001919056
8.9583333	0.001912516
9	0.001913034
9.0416667	0.001913761
9.0833333	0.001905641
9.125	0.001898898
9.1666667	0.00188505
9.2083333	0.001883869
9.25	0.001873314
9.2916667	0.001867735
9.3333333	0.001853554
9.375	0.001852586
9.4166667	0.001849099
9.4583333	0.001843219
9.5	0.001832509
9.5416667	0.001787593
9.5833333	0.001782296
9.625	0.0017613
9.6666667	0.00175684
9.7083333	0.001755797
9.75	0.00176594
9.7916667	0.001769574
9.8333333	0.001762829
9.875	0.001770076
9.9166667	0.001765123
9.9583333	0.001779737
10	0.00176304
10.0416667	0.001761352
10.0833333	0.001756338
10.125	0.001754852
10.1666667	0.001748455
10.2083333	0.001735658
10.25	0.001722406
10.2916667	0.00172861
10.3333333	0.001723415
10.375	0.001711831
10.4166667	0.00168581
10.4583333	0.001690363
10.5	0.001677377
10.5416667	0.001678115
10.5833333	0.001683901
10.625	0.001676426
10.6666667	0.001677979
10.7083333	0.001668401
10.75	0.00166661
10.7916667	0.001659076
10.8333333	0.001627398
10.875	0.001634969
10.9166667	0.001631057
10.9583333	0.00163459
11	0.001627583
11.0416667	0.001628992
11.0833333	0.00162923
11.125	0.001632462
11.1666667	0.001619244
11.2083333	0.001622586
11.25	0.001626173
11.2916667	0.001615397
11.3333333	0.001615216
11.375	0.001612454
11.4166667	0.001611643
11.4583333	0.001587006
11.5	0.001551496
11.5416667	0.001564751
11.5833333	0.001639375
11.625	0.001608193
11.6666667	0.001562754
11.7083333	0.001571861
11.75	0.001604814
11.7916667	0.001604392
11.8333333	0.001615752
11.875	0.001616052
11.9166667	0.001610626
11.9583333	0.001617912
12	0.001611473
12.0416667	0.001619266
12.0833333	0.001618357
12.125	0.001613342
12.1666667	0.001613635
12.2083333	0.001604939
12.25	0.001608972
12.2916667	0.001589132
12.3333333	0.001583531
12.375	0.001571153
12.4166667	0.001568975
12.4583333	0.001565176
12.5	0.0015529
12.5416667	0.001533793
12.5833333	0.00152688
12.625	0.001510129
12.6666667	0.001516069
12.7083333	0.001524604
12.75	0.001543578
12.7916667	0.00154336
12.8333333	0.00153408
12.875	0.001515805
12.9166667	0.00149458
12.9583333	0.001508371
13	0.001503408
13.0416667	0.001500516
13.0833333	0.001500673
13.125	0.001492889
13.1666667	0.001481972
13.2083333	0.001478303
13.25	0.001484917
13.2916667	0.001475722
13.3333333	0.001468265
13.375	0.001462339
13.4166667	0.001463346
13.4583333	0.001461682
13.5	0.001453975
13.5416667	0.001446257
13.5833333	0.001433744
13.625	0.001424773
13.6666667	0.001421984
13.7083333	0.001425619
13.75	0.001425605
13.7916667	0.001421171
13.8333333	0.001422061
13.875	0.001430105
13.9166667	0.001435135
13.9583333	0.001433988
14	0.001435308
14.0416667	0.001435051
14.0833333	0.001436904
14.125	0.001438265
14.1666667	0.001430318
14.2083333	0.001422476
14.25	0.001419793
14.2916667	0.001415418
14.3333333	0.001415798
14.375	0.001410197
14.4166667	0.001400248
14.4583333	0.001390949
14.5	0.001376285
14.5416667	0.001374637
