#.t	Rural_baseflow
#d	m/d
0	0.001963614
0.0416667	0.001956799
0.0833333	0.001924623
0.125	0.001919057
0.1666667	0.001904387
0.2083333	0.001879213
0.25	0.001875506
0.2916667	0.001859255
0.3333333	0.001865107
0.375	0.001861258
0.4166667	0.001870784
0.4583333	0.001877094
0.5	0.001910924
0.5416667	0.001931688
0.5833333	0.001941396
0.625	0.001997266
0.6666667	0.002035332
0.7083333	0.002054427
0.75	0.002066912
0.7916667	0.002075971
0.8333333	0.00210019
0.875	0.002117529
0.9166667	0.002127154
0.9583333	0.002135867
1	0.002166591
1.0416667	0.002332062
1.0833333	0.002553252
1.125	0.00266632
1.1666667	0.002744108
1.2083333	0.002838336
1.25	0.002908065
1.2916667	0.002989143
1.3333333	0.003061179
1.375	0.003078881
1.4166667	0.003078807
1.4583333	0.003077566
1.5	0.00307956
1.5416667	0.003046146
1.5833333	0.003001262
1.625	0.002855971
1.6666667	0.002816488
1.7083333	0.002844513
1.75	0.002837189
1.7916667	0.002800212
1.8333333	0.002760754
1.875	0.002708186
1.9166667	0.002645612
1.9583333	0.002586905
2	0.002541728
2.0416667	0.002511562
2.0833333	0.002465681
2.125	0.002418237
2.1666667	0.002376189
2.2083333	0.002345213
2.25	0.002282385
2.2916667	0.002247927
2.3333333	0.002220429
2.375	0.002177606
2.4166667	0.002171704
2.4583333	0.002155717
2.5	0.002132131
2.5416667	0.002114778
2.5833333	0.00209165
2.625	0.002074235
2.6666667	0.002077288
2.7083333	0.002076132
2.75	0.002160096
2.7916667	0.002313714
2.8333333	0.002358995
2.875	0.002375558
2.9166667	0.002422251
2.9583333	0.002459174
3	0.002459961
3.0416667	0.002454341
3.0833333	0.002450995
3.125	0.002426874
3.1666667	0.002406988
3.2083333	0.002376691
3.25	0.00236742
3.2916667	0.002349016
3.3333333	0.00231605
3.375	0.002292813
3.4166667	0.002268294
3.4583333	0.002237529
3.5	0.002217158
3.5416667	0.002197966
3.5833333	0.002168673
3.625	0.002136279
3.6666667	0.002110989
3.7083333	0.002066717
3.75	0.002053736
3.7916667	0.002029614
3.8333333	0.002009268
3.875	0.001978595
3.9166667	0.001960038
3.9583333	0.001967202
4	0.001962574
4.0416667	0.001985188
4.0833333	0.002039769
4.125	0.002114229
4.1666667	0.002198437
4.2083333	0.00233408
4.25	0.002494478
4.2916667	0.00259159
4.3333333	0.002687194
4.375	0.003038091
4.4166667	0.003496447
4.4583333	0.003870906
4.5	0.004157644
4.5416667	0.004359021
4.5833333	0.004489093
4.625	0.004496537
4.6666667	0.004458236
4.7083333	0.004382657
4.75	0.004302517
4.7916667	0.004228886
4.8333333	0.00411238
4.875	0.004039053
4.9166667	0.003947884
4.9583333	0.003861628
5	0.003774195
5.0416667	0.003714272
5.0833333	0.003671955
5.125	0.003636859
5.1666667	0.003605349
5.2083333	0.003564254
5.25	0.003533409
5.2916667	0.003495252
5.3333333	0.003436501
5.375	0.003382191
5.4166667	0.003316485
5.4583333	0.00328547
5.5	0.003254127
5.5416667	0.003171676
5.5833333	0.003095111
5.625	0.003048729
5.6666667	0.002957649
5.7083333	0.002764549
5.75	0.002735305
5.7916667	0.002731605
5.8333333	0.002718321
5.875	0.002682766
5.9166667	0.002650269
5.9583333	0.002626149
6	0.002588405
6.0416667	0.00253458
6.0833333	0.002501155
