#.t	.in_6
#d	W/m2
59.8333333	0.0
59.875	0.0
59.9166667	0.0
59.9583333	0.0
60.0	0.0
60.0416667	0.0
60.0833333	0.0
60.125	0.0
60.1666667	0.0
60.2083333	0.0
60.25	0.0
60.2916667	16.66667
60.3333333	41.66667
60.375	63.88889
60.4166667	88.88889
60.4583333	119.44444
60.5	111.11111
60.5416667	83.33333
60.5833333	55.55556
60.625	30.55556
60.6666667	8.33333
60.7083333	0.0
60.75	0.0
60.7916667	0.0
60.8333333	0.0
60.875	0.0
60.9166667	0.0
60.9583333	0.0
61.0	0.0
61.0416667	0.0
61.0833333	0.0
61.125	0.0
61.1666667	0.0
61.2083333	0.0
61.25	0.0
61.2916667	16.66667
61.3333333	36.11111
61.375	66.66667
61.4166667	102.77778
61.4583333	150.0
61.5	152.77778
61.5416667	172.22222
61.5833333	116.66667
61.625	69.44444
61.6666667	30.55556
61.7083333	0.0
61.75	0.0
61.7916667	0.0
61.8333333	0.0
61.875	0.0
61.9166667	0.0
61.9583333	0.0
62.0	0.0
62.0416667	0.0
62.0833333	0.0
62.125	0.0
62.1666667	0.0
62.2083333	0.0
62.25	0.0
62.2916667	16.66667
62.3333333	66.66667
62.375	127.77778
62.4166667	163.88889
62.4583333	211.11111
62.5	277.77778
62.5416667	233.33333
62.5833333	147.22222
62.625	72.22222
62.6666667	11.11111
62.7083333	0.0
62.75	0.0
62.7916667	0.0
62.8333333	0.0
62.875	0.0
62.9166667	0.0
62.9583333	0.0
63.0	0.0
63.0416667	0.0
63.0833333	0.0
63.125	0.0
63.1666667	0.0
63.2083333	0.0
63.25	8.33333
63.2916667	33.33333
63.3333333	119.44444
63.375	344.44444
63.4166667	255.55556
63.4583333	238.88889
63.5	186.11111
63.5416667	122.22222
63.5833333	80.55556
63.625	38.88889
63.6666667	16.66667
63.7083333	0.0
63.75	0.0
63.7916667	0.0
63.8333333	0.0
63.875	0.0
63.9166667	0.0
63.9583333	0.0
64.0	0.0
64.0416667	0.0
64.0833333	0.0
64.125	0.0
64.1666667	0.0
64.2083333	0.0
64.25	2.77778
64.2916667	22.22222
64.3333333	47.22222
64.375	97.22222
64.4166667	125.0
64.4583333	138.88889
64.5	222.22222
64.5416667	144.44444
64.5833333	69.44444
64.625	38.88889
64.6666667	27.77778
64.7083333	0.0
64.75	0.0
64.7916667	0.0
64.8333333	0.0
64.875	0.0
64.9166667	0.0
64.9583333	0.0
65.0	0.0
65.0416667	0.0
65.0833333	0.0
65.125	0.0
65.1666667	0.0
65.2083333	0.0
65.25	13.88889
65.2916667	136.11111
65.3333333	200.0
65.375	161.11111
65.4166667	288.88889
65.4583333	94.44444
65.5	97.22222
65.5416667	116.66667
65.5833333	136.11111
65.625	88.88889
65.6666667	47.22222
65.7083333	5.55556
65.75	0.0
65.7916667	0.0
65.8333333	0.0
65.875	0.0
65.9166667	0.0
65.9583333	0.0
66.0	0.0
66.0416667	0.0
66.0833333	0.0
66.125	0.0
66.1666667	0.0
66.2083333	0.0
66.25	8.33333
66.2916667	50.0
66.3333333	119.44444
66.375	102.77778
66.4166667	138.88889
66.4583333	105.55556
66.5	63.88889
66.5416667	63.88889
66.5833333	38.88889
66.625	22.22222
66.6666667	2.77778
66.7083333	0.0
66.75	0.0
66.7916667	0.0
66.8333333	0.0
66.875	0.0
66.9166667	0.0
66.9583333	0.0
67.0	0.0
67.0416667	0.0
67.0833333	0.0
67.125	0.0
67.1666667	0.0
67.2083333	0.0
67.25	13.88889
67.2916667	88.88889
67.3333333	144.44444
67.375	222.22222
67.4166667	272.22222
67.4583333	400.0
67.5	447.22222
67.5416667	505.55556
67.5833333	130.55556
67.625	136.11111
67.6666667	63.88889
67.7083333	5.55556
67.75	0.0
67.7916667	0.0
67.8333333	0.0
67.875	0.0
67.9166667	0.0
67.9583333	0.0
68.0	0.0
68.0416667	0.0
68.0833333	0.0
68.125	0.0
68.1666667	0.0
68.2083333	0.0
68.25	30.55556
68.2916667	166.66667
68.3333333	275.0
68.375	419.44444
68.4166667	480.55556
68.4583333	441.66667
68.5	236.11111
68.5416667	113.88889
68.5833333	75.0
68.625	38.88889
68.6666667	25.0
68.7083333	2.77778
68.75	0.0
68.7916667	0.0
68.8333333	0.0
68.875	0.0
68.9166667	0.0
68.9583333	0.0
69.0	0.0
69.0416667	0.0
69.0833333	0.0
69.125	0.0
69.1666667	0.0
69.2083333	0.0
69.25	8.33333
69.2916667	16.66667
69.3333333	75.0
69.375	97.22222
69.4166667	75.0
69.4583333	77.77778
69.5	147.22222
69.5416667	191.66667
69.5833333	88.88889
69.625	50.0
69.6666667	11.11111
69.7083333	2.77778
69.75	0.0
69.7916667	0.0
69.8333333	0.0
69.875	0.0
69.9166667	0.0
69.9583333	0.0
70.0	0.0
70.0416667	0.0
70.0833333	0.0
70.125	0.0
70.1666667	0.0
70.2083333	0.0
70.25	27.77778
70.2916667	175.0
70.3333333	297.22222
70.375	427.77778
70.4166667	511.11111
70.4583333	516.66667
70.5	569.44444
70.5416667	416.66667
70.5833333	416.66667
70.625	258.33333
70.6666667	125.0
70.7083333	13.88889
70.75	0.0
70.7916667	0.0
70.8333333	0.0
70.875	0.0
70.9166667	0.0
70.9583333	0.0
71.0	0.0
71.0416667	0.0
71.0833333	0.0
71.125	0.0
71.1666667	0.0
71.2083333	0.0
71.25	16.66667
71.2916667	77.77778
71.3333333	152.77778
71.375	238.88889
71.4166667	400.0
71.4583333	416.66667
71.5	375.0
71.5416667	277.77778
71.5833333	166.66667
71.625	83.33333
71.6666667	27.77778
71.7083333	5.55556
71.75	0.0
71.7916667	0.0
71.8333333	0.0
71.875	0.0
71.9166667	0.0
71.9583333	0.0
72.0	0.0
72.0416667	0.0
72.0833333	0.0
72.125	0.0
72.1666667	0.0
72.2083333	0.0
72.25	8.33333
72.2916667	27.77778
72.3333333	55.55556
72.375	83.33333
72.4166667	111.11111
72.4583333	163.88889
72.5	141.66667
72.5416667	144.44444
72.5833333	122.22222
72.625	80.55556
72.6666667	36.11111
72.7083333	5.55556
72.75	0.0
72.7916667	0.0
72.8333333	0.0
72.875	0.0
72.9166667	0.0
72.9583333	0.0
73.0	0.0
73.0416667	0.0
73.0833333	0.0
73.125	0.0
73.1666667	0.0
73.2083333	0.0
73.25	13.88889
73.2916667	50.0
73.3333333	100.0
73.375	111.11111
73.4166667	147.22222
73.4583333	180.55556
73.5	191.66667
73.5416667	302.77778
73.5833333	369.44444
73.625	261.11111
73.6666667	116.66667
73.7083333	13.88889
73.75	0.0
73.7916667	0.0
73.8333333	0.0
73.875	0.0
73.9166667	0.0
73.9583333	0.0
74.0	0.0
74.0416667	0.0
74.0833333	0.0
74.125	0.0
74.1666667	0.0
74.2083333	0.0
74.25	52.77778
74.2916667	183.33333
74.3333333	325.0
74.375	455.55556
74.4166667	536.11111
74.4583333	591.66667
74.5	580.55556
74.5416667	522.22222
74.5833333	411.11111
74.625	272.22222
74.6666667	122.22222
74.7083333	16.66667
74.75	0.0
74.7916667	0.0
74.8333333	0.0
74.875	0.0
74.9166667	0.0
74.9583333	0.0
75.0	0.0
75.0416667	0.0
75.0833333	0.0
75.125	0.0
75.1666667	0.0
75.2083333	0.0
75.25	16.66667
75.2916667	44.44444
75.3333333	72.22222
75.375	105.55556
75.4166667	169.44444
75.4583333	380.55556
75.5	563.88889
75.5416667	494.44444
75.5833333	372.22222
75.625	255.55556
75.6666667	111.11111
75.7083333	16.66667
75.75	0.0
75.7916667	0.0
75.8333333	0.0
75.875	0.0
75.9166667	0.0
75.9583333	0.0
76.0	0.0
76.0416667	0.0
76.0833333	0.0
76.125	0.0
76.1666667	0.0
76.2083333	2.77778
76.25	55.55556
76.2916667	172.22222
76.3333333	225.0
76.375	316.66667
76.4166667	394.44444
76.4583333	355.55556
76.5	297.22222
76.5416667	347.22222
76.5833333	136.11111
76.625	44.44444
76.6666667	19.44444
76.7083333	2.77778
76.75	0.0
76.7916667	0.0
76.8333333	0.0
76.875	0.0
76.9166667	0.0
76.9583333	0.0
77.0	0.0
77.0416667	0.0
77.0833333	0.0
77.125	0.0
77.1666667	0.0
77.2083333	0.0
77.25	13.88889
77.2916667	91.66667
77.3333333	141.66667
77.375	105.55556
77.4166667	202.77778
77.4583333	177.77778
77.5	355.55556
77.5416667	436.11111
77.5833333	241.66667
77.625	122.22222
77.6666667	94.44444
77.7083333	25.0
77.75	0.0
77.7916667	0.0
77.8333333	0.0
77.875	0.0
77.9166667	0.0
77.9583333	0.0
78.0	0.0
78.0416667	0.0
78.0833333	0.0
78.125	0.0
78.1666667	0.0
78.2083333	2.77778
78.25	50.0
78.2916667	133.33333
78.3333333	361.11111
78.375	469.44444
78.4166667	608.33333
78.4583333	641.66667
78.5	400.0
78.5416667	347.22222
78.5833333	180.55556
78.625	283.33333
78.6666667	133.33333
78.7083333	30.55556
78.75	0.0
78.7916667	0.0
78.8333333	0.0
78.875	0.0
78.9166667	0.0
78.9583333	0.0
79.0	0.0
79.0416667	0.0
79.0833333	0.0
79.125	0.0
79.1666667	0.0
79.2083333	2.77778
79.25	77.77778
79.2916667	219.44444
79.3333333	358.33333
79.375	455.55556
79.4166667	586.11111
79.4583333	488.88889
79.5	577.77778
79.5416667	491.66667
79.5833333	288.88889
79.625	158.33333
79.6666667	80.55556
79.7083333	13.88889
79.75	0.0
79.7916667	0.0
79.8333333	0.0
79.875	0.0
79.9166667	0.0
79.9583333	0.0
80.0	0.0
80.0416667	0.0
80.0833333	0.0
80.125	0.0
80.1666667	0.0
80.2083333	2.77778
80.25	77.77778
80.2916667	208.33333
80.3333333	352.77778
80.375	480.55556
80.4166667	566.66667
80.4583333	597.22222
80.5	586.11111
80.5416667	519.44444
80.5833333	425.0
80.625	288.88889
80.6666667	144.44444
80.7083333	27.77778
80.75	0.0
80.7916667	0.0
80.8333333	0.0
80.875	0.0
80.9166667	0.0
80.9583333	0.0
81.0	0.0
81.0416667	0.0
81.0833333	0.0
81.125	0.0
81.1666667	0.0
81.2083333	5.55556
81.25	80.55556
81.2916667	219.44444
81.3333333	369.44444
81.375	497.22222
81.4166667	583.33333
81.4583333	625.0
81.5	605.55556
81.5416667	547.22222
81.5833333	436.11111
81.625	311.11111
81.6666667	158.33333
81.7083333	33.33333
81.75	0.0
81.7916667	0.0
81.8333333	0.0
81.875	0.0
81.9166667	0.0
81.9583333	0.0
82.0	0.0
82.0416667	0.0
82.0833333	0.0
82.125	0.0
82.1666667	0.0
82.2083333	5.55556
82.25	88.88889
82.2916667	233.33333
82.3333333	380.55556
82.375	505.55556
82.4166667	594.44444
82.4583333	630.55556
82.5	611.11111
82.5416667	538.88889
82.5833333	430.55556
82.625	288.88889
82.6666667	141.66667
82.7083333	27.77778
82.75	0.0
82.7916667	0.0
82.8333333	0.0
82.875	0.0
82.9166667	0.0
82.9583333	0.0
83.0	0.0
83.0416667	0.0
83.0833333	0.0
83.125	0.0
83.1666667	0.0
83.2083333	8.33333
83.25	91.66667
83.2916667	233.33333
83.3333333	383.33333
83.375	494.44444
83.4166667	566.66667
83.4583333	594.44444
83.5	583.33333
83.5416667	497.22222
83.5833333	322.22222
83.625	200.0
83.6666667	111.11111
83.7083333	27.77778
83.75	0.0
83.7916667	0.0
83.8333333	0.0
83.875	0.0
83.9166667	0.0
83.9583333	0.0
84.0	0.0
84.0416667	0.0
84.0833333	0.0
84.125	0.0
84.1666667	0.0
84.2083333	5.55556
84.25	41.66667
84.2916667	108.33333
84.3333333	191.66667
84.375	480.55556
84.4166667	627.77778
84.4583333	666.66667
84.5	658.33333
84.5416667	597.22222
84.5833333	488.88889
84.625	352.77778
84.6666667	191.66667
84.7083333	44.44444
84.75	0.0
84.7916667	0.0
84.8333333	0.0
84.875	0.0
84.9166667	0.0
84.9583333	0.0
85.0	0.0
85.0416667	0.0
85.0833333	0.0
85.125	0.0
85.1666667	0.0
85.2083333	11.11111
85.25	116.66667
85.2916667	266.66667
85.3333333	411.11111
85.375	536.11111
85.4166667	622.22222
85.4583333	661.11111
85.5	647.22222
85.5416667	580.55556
85.5833333	469.44444
85.625	336.11111
85.6666667	175.0
85.7083333	44.44444
85.75	0.0
85.7916667	0.0
85.8333333	0.0
85.875	0.0
85.9166667	0.0
85.9583333	0.0
86.0	0.0
86.0416667	0.0
86.0833333	0.0
86.125	0.0
86.1666667	0.0
86.2083333	11.11111
86.25	122.22222
86.2916667	255.55556
86.3333333	405.55556
86.375	516.66667
86.4166667	619.44444
86.4583333	650.0
86.5	575.0
86.5416667	588.88889
86.5833333	383.33333
86.625	241.66667
86.6666667	88.88889
86.7083333	22.22222
86.75	0.0
86.7916667	0.0
86.8333333	0.0
86.875	0.0
86.9166667	0.0
86.9583333	0.0
87.0	0.0
87.0416667	0.0
87.0833333	0.0
87.125	0.0
87.1666667	0.0
87.2083333	13.88889
87.25	102.77778
87.2916667	247.22222
87.3333333	397.22222
87.375	508.33333
87.4166667	583.33333
87.4583333	613.88889
87.5	638.88889
87.5416667	580.55556
87.5833333	466.66667
87.625	325.0
87.6666667	188.88889
87.7083333	52.77778
87.75	0.0
87.7916667	0.0
87.8333333	0.0
87.875	0.0
87.9166667	0.0
87.9583333	0.0
88.0	0.0
88.0416667	0.0
88.0833333	0.0
88.125	0.0
88.1666667	0.0
88.2083333	16.66667
88.25	105.55556
88.2916667	238.88889
88.3333333	261.11111
88.375	261.11111
88.4166667	272.22222
88.4583333	244.44444
88.5	272.22222
88.5416667	280.55556
88.5833333	213.88889
88.625	213.88889
88.6666667	108.33333
88.7083333	61.11111
88.75	0.0
88.7916667	0.0
88.8333333	0.0
88.875	0.0
88.9166667	0.0
88.9583333	0.0
89.0	0.0
89.0416667	0.0
89.0833333	0.0
89.125	0.0
89.1666667	0.0
89.2083333	2.77778
89.25	11.11111
89.2916667	38.88889
89.3333333	66.66667
89.375	111.11111
89.4166667	144.44444
89.4583333	136.11111
89.5	158.33333
89.5416667	133.33333
89.5833333	83.33333
89.625	61.11111
89.6666667	27.77778
89.7083333	8.33333
89.75	0.0
89.7916667	0.0
89.8333333	0.0
89.875	0.0
89.9166667	0.0
89.9583333	0.0
90.0	0.0
90.0416667	0.0
90.0833333	0.0
90.125	0.0
90.1666667	0.0
90.2083333	2.77778
90.25	25.0
90.2916667	55.55556
90.3333333	88.88889
90.375	169.44444
90.4166667	211.11111
90.4583333	208.33333
90.5	202.77778
90.5416667	213.88889
90.5833333	261.11111
90.625	163.88889
90.6666667	119.44444
90.7083333	44.44444
90.75	0.0
90.7916667	0.0
90.8333333	0.0
90.875	0.0
90.9166667	0.0
90.9583333	0.0
91.0	0.0
91.0416667	0.0
91.0833333	0.0
91.125	0.0
91.1666667	0.0
91.2083333	44.44444
91.25	200.0
91.2916667	305.55556
91.3333333	444.44444
91.375	388.88889
91.4166667	416.66667
91.4583333	386.11111
91.5	436.11111
91.5416667	427.77778
91.5833333	461.11111
91.625	325.0
91.6666667	211.11111
91.7083333	50.0
91.75	0.0
91.7916667	0.0
91.8333333	0.0
91.875	0.0
91.9166667	0.0
91.9583333	0.0
92.0	0.0
92.0416667	0.0
92.0833333	0.0
92.125	0.0
92.1666667	0.0
92.2083333	13.88889
92.25	80.55556
92.2916667	244.44444
92.3333333	416.66667
92.375	516.66667
92.4166667	483.33333
92.4583333	450.0
92.5	530.55556
92.5416667	430.55556
92.5833333	369.44444
92.625	227.77778
92.6666667	177.77778
92.7083333	47.22222
92.75	0.0
92.7916667	0.0
92.8333333	0.0
92.875	0.0
92.9166667	0.0
92.9583333	0.0
93.0	0.0
93.0416667	0.0
93.0833333	0.0
93.125	0.0
93.1666667	0.0
93.2083333	11.11111
93.25	58.33333
93.2916667	169.44444
93.3333333	341.66667
93.375	483.33333
93.4166667	419.44444
93.4583333	438.88889
93.5	405.55556
93.5416667	475.0
93.5833333	283.33333
93.625	141.66667
93.6666667	91.66667
93.7083333	52.77778
93.75	2.77778
93.7916667	0.0
93.8333333	0.0
93.875	0.0
93.9166667	0.0
93.9583333	0.0
94.0	0.0
94.0416667	0.0
94.0833333	0.0
94.125	0.0
94.1666667	0.0
94.2083333	13.88889
94.25	63.88889
94.2916667	138.88889
94.3333333	216.66667
94.375	147.22222
94.4166667	86.11111
94.4583333	100.0
94.5	183.33333
94.5416667	233.33333
94.5833333	136.11111
94.625	72.22222
94.6666667	86.11111
94.7083333	25.0
94.75	0.0
94.7916667	0.0
94.8333333	0.0
94.875	0.0
94.9166667	0.0
94.9583333	0.0
95.0	0.0
95.0416667	0.0
95.0833333	0.0
95.125	0.0
95.1666667	0.0
95.2083333	8.33333
95.25	27.77778
95.2916667	102.77778
95.3333333	94.44444
95.375	102.77778
95.4166667	122.22222
95.4583333	147.22222
95.5	172.22222
95.5416667	227.77778
95.5833333	216.66667
95.625	144.44444
95.6666667	63.88889
95.7083333	22.22222
95.75	0.0
95.7916667	0.0
95.8333333	0.0
95.875	0.0
95.9166667	0.0
95.9583333	0.0
96.0	0.0
96.0416667	0.0
96.0833333	0.0
96.125	0.0
96.1666667	0.0
96.2083333	25.0
96.25	136.11111
96.2916667	327.77778
96.3333333	441.66667
96.375	591.66667
96.4166667	702.77778
96.4583333	716.66667
96.5	713.88889
96.5416667	638.88889
96.5833333	516.66667
96.625	355.55556
96.6666667	177.77778
96.7083333	41.66667
96.75	2.77778
96.7916667	0.0
96.8333333	0.0
96.875	0.0
96.9166667	0.0
96.9583333	0.0
97.0	0.0
97.0416667	0.0
97.0833333	0.0
97.125	0.0
97.1666667	0.0
97.2083333	19.44444
97.25	116.66667
97.2916667	227.77778
97.3333333	155.55556
97.375	377.77778
97.4166667	394.44444
97.4583333	438.88889
97.5	222.22222
97.5416667	216.66667
97.5833333	233.33333
97.625	225.0
97.6666667	75.0
97.7083333	13.88889
97.75	2.77778
97.7916667	0.0
97.8333333	0.0
97.875	0.0
97.9166667	0.0
97.9583333	0.0
98.0	0.0
98.0416667	0.0
98.0833333	0.0
98.125	0.0
98.1666667	0.0
98.2083333	22.22222
98.25	105.55556
98.2916667	355.55556
98.3333333	466.66667
98.375	566.66667
98.4166667	591.66667
98.4583333	347.22222
98.5	588.88889
98.5416667	463.88889
98.5833333	222.22222
98.625	202.77778
98.6666667	105.55556
98.7083333	50.0
98.75	2.77778
98.7916667	0.0
98.8333333	0.0
98.875	0.0
98.9166667	0.0
98.9583333	0.0
99.0	0.0
99.0416667	0.0
99.0833333	0.0
99.125	0.0
99.1666667	0.0
99.2083333	11.11111
99.25	61.11111
99.2916667	122.22222
99.3333333	169.44444
99.375	177.77778
99.4166667	333.33333
99.4583333	252.77778
99.5	208.33333
99.5416667	127.77778
99.5833333	111.11111
99.625	105.55556
99.6666667	63.88889
99.7083333	16.66667
99.75	2.77778
99.7916667	0.0
99.8333333	0.0
99.875	0.0
99.9166667	0.0
99.9583333	0.0
100.0	0.0
100.0416667	0.0
100.0833333	0.0
100.125	0.0
100.1666667	0.0
100.2083333	5.55556
100.25	33.33333
100.2916667	83.33333
100.3333333	147.22222
100.375	197.22222
100.4166667	255.55556
100.4583333	169.44444
100.5	275.0
100.5416667	197.22222
100.5833333	105.55556
100.625	52.77778
100.6666667	30.55556
100.7083333	13.88889
100.75	2.77778
100.7916667	0.0
100.8333333	0.0
100.875	0.0
100.9166667	0.0
100.9583333	0.0
101.0	0.0
101.0416667	0.0
101.0833333	0.0
101.125	0.0
101.1666667	0.0
101.2083333	30.55556
101.25	175.0
101.2916667	361.11111
101.3333333	441.66667
101.375	386.11111
101.4166667	458.33333
101.4583333	772.22222
101.5	736.11111
101.5416667	466.66667
101.5833333	238.88889
101.625	83.33333
101.6666667	72.22222
101.7083333	8.33333
101.75	0.0
101.7916667	0.0
101.8333333	0.0
101.875	0.0
101.9166667	0.0
101.9583333	0.0
102.0	0.0
102.0416667	0.0
102.0833333	0.0
102.125	0.0
102.1666667	0.0
102.2083333	16.66667
102.25	63.88889
102.2916667	141.66667
102.3333333	105.55556
102.375	505.55556
102.4166667	408.33333
102.4583333	633.33333
102.5	480.55556
102.5416667	194.44444
102.5833333	55.55556
102.625	36.11111
102.6666667	222.22222
102.7083333	80.55556
102.75	5.55556
102.7916667	0.0
102.8333333	0.0
102.875	0.0
102.9166667	0.0
102.9583333	0.0
103.0	0.0
103.0416667	0.0
103.0833333	0.0
103.125	0.0
103.1666667	2.77778
103.2083333	19.44444
103.25	66.66667
103.2916667	113.88889
103.3333333	308.33333
103.375	444.44444
103.4166667	497.22222
103.4583333	277.77778
103.5	169.44444
103.5416667	616.66667
103.5833333	194.44444
103.625	75.0
103.6666667	116.66667
103.7083333	63.88889
103.75	5.55556
103.7916667	0.0
103.8333333	0.0
103.875	0.0
103.9166667	0.0
103.9583333	0.0
104.0	0.0
104.0416667	0.0
104.0833333	0.0
104.125	0.0
104.1666667	0.0
104.2083333	38.88889
104.25	155.55556
104.2916667	325.0
104.3333333	355.55556
104.375	508.33333
104.4166667	363.88889
104.4583333	433.33333
104.5	430.55556
104.5416667	488.88889
104.5833333	400.0
104.625	322.22222
104.6666667	250.0
104.7083333	86.11111
104.75	11.11111
104.7916667	0.0
104.8333333	0.0
104.875	0.0
104.9166667	0.0
104.9583333	0.0
105.0	0.0
105.0416667	0.0
105.0833333	0.0
105.125	0.0
105.1666667	2.77778
105.2083333	55.55556
105.25	169.44444
105.2916667	280.55556
105.3333333	175.0
105.375	236.11111
105.4166667	341.66667
105.4583333	341.66667
105.5	297.22222
105.5416667	247.22222
105.5833333	230.55556
105.625	161.11111
105.6666667	77.77778
105.7083333	36.11111
105.75	8.33333
105.7916667	0.0
105.8333333	0.0
105.875	0.0
105.9166667	0.0
105.9583333	0.0
106.0	0.0
106.0416667	0.0
106.0833333	0.0
106.125	0.0
106.1666667	2.77778
106.2083333	83.33333
106.25	233.33333
106.2916667	408.33333
106.3333333	380.55556
106.375	555.55556
106.4166667	583.33333
106.4583333	655.55556
106.5	463.88889
106.5416667	405.55556
106.5833333	338.88889
106.625	202.77778
106.6666667	288.88889
106.7083333	127.77778
106.75	13.88889
106.7916667	0.0
106.8333333	0.0
106.875	0.0
106.9166667	0.0
106.9583333	0.0
107.0	0.0
107.0416667	0.0
107.0833333	0.0
107.125	0.0
107.1666667	8.33333
107.2083333	47.22222
107.25	183.33333
107.2916667	288.88889
107.3333333	388.88889
107.375	463.88889
107.4166667	463.88889
107.4583333	444.44444
107.5	416.66667
107.5416667	286.11111
107.5833333	161.11111
107.625	77.77778
107.6666667	75.0
107.7083333	16.66667
107.75	5.55556
107.7916667	0.0
107.8333333	0.0
107.875	0.0
107.9166667	0.0
107.9583333	0.0
108.0	0.0
108.0416667	0.0
108.0833333	0.0
108.125	0.0
108.1666667	5.55556
108.2083333	52.77778
108.25	175.0
108.2916667	311.11111
108.3333333	291.66667
108.375	541.66667
108.4166667	466.66667
108.4583333	363.88889
108.5	575.0
108.5416667	508.33333
108.5833333	416.66667
108.625	191.66667
108.6666667	91.66667
108.7083333	11.11111
108.75	0.0
108.7916667	0.0
108.8333333	0.0
108.875	0.0
108.9166667	0.0
108.9583333	0.0
109.0	0.0
109.0416667	0.0
109.0833333	0.0
109.125	0.0
109.1666667	2.77778
109.2083333	33.33333
109.25	213.88889
109.2916667	341.66667
109.3333333	388.88889
109.375	227.77778
109.4166667	347.22222
109.4583333	336.11111
109.5	647.22222
109.5416667	488.88889
109.5833333	458.33333
109.625	330.55556
109.6666667	205.55556
109.7083333	125.0
109.75	8.33333
109.7916667	0.0
109.8333333	0.0
109.875	0.0
109.9166667	0.0
109.9583333	0.0
110.0	0.0
110.0416667	0.0
110.0833333	0.0
110.125	0.0
110.1666667	5.55556
110.2083333	86.11111
110.25	241.66667
110.2916667	372.22222
110.3333333	469.44444
110.375	200.0
110.4166667	311.11111
110.4583333	113.88889
110.5	333.33333
110.5416667	588.88889
110.5833333	366.66667
110.625	63.88889
110.6666667	213.88889
110.7083333	69.44444
110.75	13.88889
110.7916667	0.0
110.8333333	0.0
110.875	0.0
110.9166667	0.0
110.9583333	0.0
111.0	0.0
111.0416667	0.0
111.0833333	0.0
111.125	0.0
111.1666667	2.77778
111.2083333	50.0
111.25	205.55556
111.2916667	202.77778
111.3333333	166.66667
111.375	438.88889
111.4166667	530.55556
111.4583333	411.11111
111.5	230.55556
111.5416667	272.22222
111.5833333	72.22222
111.625	327.77778
111.6666667	186.11111
111.7083333	38.88889
111.75	8.33333
111.7916667	0.0
111.8333333	0.0
111.875	0.0
111.9166667	0.0
111.9583333	0.0
112.0	0.0
112.0416667	0.0
112.0833333	0.0
112.125	0.0
112.1666667	5.55556
112.2083333	36.11111
112.25	100.0
112.2916667	197.22222
112.3333333	338.88889
112.375	594.44444
112.4166667	538.88889
112.4583333	622.22222
112.5	386.11111
112.5416667	308.33333
112.5833333	272.22222
112.625	186.11111
112.6666667	327.77778
112.7083333	50.0
112.75	13.88889
112.7916667	0.0
112.8333333	0.0
112.875	0.0
112.9166667	0.0
112.9583333	0.0
113.0	0.0
113.0416667	0.0
113.0833333	0.0
113.125	0.0
113.1666667	5.55556
113.2083333	44.44444
113.25	102.77778
113.2916667	236.11111
113.3333333	477.77778
113.375	416.66667
113.4166667	788.88889
113.4583333	600.0
113.5	419.44444
113.5416667	255.55556
113.5833333	352.77778
113.625	183.33333
113.6666667	97.22222
113.7083333	44.44444
113.75	5.55556
113.7916667	0.0
113.8333333	0.0
113.875	0.0
113.9166667	0.0
113.9583333	0.0
114.0	0.0
114.0416667	0.0
114.0833333	0.0
114.125	0.0
114.1666667	8.33333
114.2083333	47.22222
114.25	141.66667
114.2916667	236.11111
114.3333333	222.22222
114.375	433.33333
114.4166667	258.33333
114.4583333	258.33333
114.5	336.11111
114.5416667	713.88889
114.5833333	325.0
114.625	188.88889
114.6666667	163.88889
114.7083333	136.11111
114.75	25.0
114.7916667	0.0
114.8333333	0.0
114.875	0.0
114.9166667	0.0
114.9583333	0.0
115.0	0.0
115.0416667	0.0
115.0833333	0.0
115.125	0.0
115.1666667	8.33333
115.2083333	102.77778
115.25	263.88889
115.2916667	425.0
115.3333333	527.77778
115.375	350.0
115.4166667	269.44444
115.4583333	175.0
115.5	177.77778
115.5416667	169.44444
115.5833333	152.77778
115.625	158.33333
115.6666667	41.66667
115.7083333	19.44444
115.75	22.22222
115.7916667	0.0
115.8333333	0.0
115.875	0.0
115.9166667	0.0
115.9583333	0.0
116.0	0.0
116.0416667	0.0
116.0833333	0.0
116.125	0.0
116.1666667	2.77778
116.2083333	33.33333
116.25	86.11111
116.2916667	172.22222
116.3333333	291.66667
116.375	333.33333
116.4166667	427.77778
116.4583333	575.0
116.5	527.77778
116.5416667	572.22222
116.5833333	269.44444
116.625	141.66667
116.6666667	155.55556
116.7083333	19.44444
116.75	22.22222
116.7916667	0.0
116.8333333	0.0
116.875	0.0
116.9166667	0.0
116.9583333	0.0
117.0	0.0
117.0416667	0.0
117.0833333	0.0
117.125	0.0
117.1666667	13.88889
117.2083333	75.0
117.25	152.77778
117.2916667	322.22222
117.3333333	483.33333
117.375	341.66667
117.4166667	322.22222
117.4583333	302.77778
117.5	366.66667
117.5416667	436.11111
117.5833333	452.77778
117.625	333.33333
117.6666667	161.11111
117.7083333	61.11111
117.75	8.33333
117.7916667	0.0
117.8333333	0.0
117.875	0.0
117.9166667	0.0
117.9583333	0.0
118.0	0.0
118.0416667	0.0
118.0833333	0.0
118.125	0.0
118.1666667	2.77778
118.2083333	33.33333
118.25	52.77778
118.2916667	122.22222
118.3333333	419.44444
118.375	497.22222
118.4166667	233.33333
118.4583333	205.55556
118.5	452.77778
118.5416667	325.0
118.5833333	158.33333
118.625	127.77778
118.6666667	72.22222
118.7083333	33.33333
118.75	5.55556
118.7916667	0.0
118.8333333	0.0
118.875	0.0
118.9166667	0.0
118.9583333	0.0
119.0	0.0
