#.t	.in_5
#d	degC
186.8333333	21.4
186.875	21.4
186.9166667	21.4
186.9583333	21.3
187.0	21.3
187.0416667	21.3
187.0833333	21.1
187.125	21.0
187.1666667	20.9
187.2083333	20.7
187.25	20.6
187.2916667	20.5
187.3333333	20.4
187.375	20.3
187.4166667	20.3
187.4583333	20.2
187.5	20.3
187.5416667	20.3
187.5833333	20.4
187.625	20.7
187.6666667	20.9
187.7083333	21.0
187.75	21.0
187.7916667	20.9
187.8333333	20.8
187.875	20.6
187.9166667	20.3
187.9583333	20.2
188.0	20.0
188.0416667	19.8
188.0833333	19.7
188.125	19.6
188.1666667	19.5
188.2083333	19.4
188.25	19.3
188.2916667	19.2
188.3333333	19.3
188.375	19.4
188.4166667	19.6
188.4583333	19.7
188.5	19.9
188.5416667	20.2
188.5833333	20.4
188.625	20.5
188.6666667	20.7
188.7083333	20.8
188.75	20.9
188.7916667	20.9
188.8333333	20.8
188.875	20.8
188.9166667	20.7
188.9583333	20.6
189.0	20.5
189.0416667	20.5
189.0833333	20.4
189.125	20.3
189.1666667	20.2
189.2083333	20.1
189.25	20.0
189.2916667	20.0
189.3333333	19.9
189.375	19.8
189.4166667	19.8
189.4583333	19.7
189.5	19.7
189.5416667	19.8
189.5833333	20.0
189.625	20.2
189.6666667	20.3
189.7083333	20.4
189.75	20.4
189.7916667	20.3
189.8333333	20.2
189.875	19.9
189.9166667	19.7
189.9583333	19.6
190.0	19.5
190.0416667	19.4
190.0833333	19.3
190.125	19.2
190.1666667	19.2
190.2083333	19.1
190.25	19.0
190.2916667	18.8
190.3333333	18.8
190.375	18.7
190.4166667	18.7
190.4583333	18.6
190.5	18.6
190.5416667	18.6
190.5833333	18.7
190.625	18.8
190.6666667	18.8
190.7083333	18.8
190.75	18.7
190.7916667	18.7
190.8333333	18.7
190.875	18.7
190.9166667	18.5
190.9583333	18.4
191.0	18.3
191.0416667	18.3
191.0833333	18.2
191.125	18.2
191.1666667	18.1
191.2083333	18.0
191.25	18.0
191.2916667	18.0
191.3333333	18.1
191.375	18.1
191.4166667	18.1
191.4583333	18.1
191.5	18.1
191.5416667	18.1
191.5833333	18.1
191.625	18.1
191.6666667	18.3
191.7083333	18.3
191.75	18.3
191.7916667	18.3
191.8333333	18.2
191.875	18.2
191.9166667	18.1
191.9583333	18.1
192.0	18.0
192.0416667	18.0
192.0833333	17.9
192.125	17.8
192.1666667	17.8
192.2083333	17.7
192.25	17.6
192.2916667	17.5
192.3333333	17.5
192.375	17.4
192.4166667	17.6
192.4583333	17.7
192.5	17.8
192.5416667	18.0
192.5833333	18.0
192.625	18.1
192.6666667	17.9
192.7083333	17.8
192.75	17.8
192.7916667	17.7
192.8333333	17.7
192.875	17.6
192.9166667	17.5
192.9583333	17.4
193.0	17.3
193.0416667	17.2
193.0833333	17.1
193.125	17.0
193.1666667	16.9
193.2083333	16.9
193.25	16.9
193.2916667	16.9
193.3333333	16.8
193.375	16.5
193.4166667	16.2
193.4583333	16.3
193.5	16.4
193.5416667	16.5
193.5833333	16.7
193.625	16.9
193.6666667	17.1
193.7083333	17.1
193.75	17.1
193.7916667	17.1
193.8333333	17.1
193.875	17.1
193.9166667	17.0
193.9583333	17.0
194.0	16.9
194.0416667	16.9
194.0833333	16.9
194.125	16.8
194.1666667	16.8
194.2083333	16.7
194.25	16.6
194.2916667	16.5
194.3333333	16.5
194.375	16.4
194.4166667	16.4
194.4583333	16.4
194.5	16.4
194.5416667	16.5
194.5833333	16.5
194.625	16.7
194.6666667	16.8
194.7083333	16.9
194.75	17.0
194.7916667	17.0
194.8333333	17.0
194.875	17.1
194.9166667	17.1
194.9583333	17.1
195.0	17.1
195.0416667	17.1
195.0833333	17.1
195.125	17.1
195.1666667	17.0
195.2083333	16.9
195.25	16.8
195.2916667	16.7
195.3333333	16.6
195.375	16.6
195.4166667	16.5
195.4583333	16.5
195.5	16.5
195.5416667	16.6
195.5833333	16.6
195.625	16.7
195.6666667	16.6
195.7083333	16.6
195.75	16.6
195.7916667	16.7
195.8333333	16.6
195.875	16.6
195.9166667	16.6
195.9583333	16.6
196.0	16.5
196.0416667	16.5
196.0833333	16.5
196.125	16.5
196.1666667	16.5
196.2083333	16.5
196.25	16.5
196.2916667	16.5
196.3333333	16.5
196.375	16.6
196.4166667	16.7
196.4583333	16.8
196.5	17.0
196.5416667	17.1
196.5833333	17.1
196.625	17.1
196.6666667	17.2
196.7083333	17.2
196.75	17.3
196.7916667	17.2
196.8333333	17.1
196.875	17.1
196.9166667	17.1
196.9583333	17.1
197.0	17.0
197.0416667	16.9
197.0833333	16.9
197.125	16.8
197.1666667	16.7
197.2083333	16.7
197.25	16.6
197.2916667	16.6
197.3333333	16.6
197.375	16.6
197.4166667	16.7
197.4583333	16.8
197.5	16.8
197.5416667	16.7
197.5833333	16.7
197.625	16.7
197.6666667	16.7
197.7083333	16.7
197.75	16.7
197.7916667	16.7
197.8333333	16.7
197.875	16.6
197.9166667	16.6
197.9583333	16.5
198.0	16.4
198.0416667	16.4
198.0833333	16.3
198.125	16.2
198.1666667	16.2
198.2083333	16.2
198.25	16.2
198.2916667	16.2
198.3333333	16.3
198.375	16.3
198.4166667	16.4
198.4583333	16.6
198.5	16.7
198.5416667	16.8
198.5833333	17.0
198.625	17.0
198.6666667	17.1
198.7083333	17.2
198.75	17.3
198.7916667	17.5
198.8333333	17.5
198.875	17.5
198.9166667	17.5
198.9583333	17.4
199.0	17.4
199.0416667	17.3
199.0833333	17.2
199.125	17.2
199.1666667	17.1
199.2083333	17.1
199.25	17.0
199.2916667	16.9
199.3333333	16.9
199.375	17.0
199.4166667	17.0
199.4583333	17.1
199.5	17.2
199.5416667	17.3
199.5833333	17.5
199.625	17.8
199.6666667	17.8
199.7083333	17.8
199.75	17.8
199.7916667	17.8
199.8333333	17.8
199.875	17.7
199.9166667	17.6
199.9583333	17.6
200.0	17.6
200.0416667	17.5
200.0833333	17.5
200.125	17.5
200.1666667	17.5
200.2083333	17.4
200.25	17.4
200.2916667	17.3
200.3333333	17.3
200.375	17.4
200.4166667	17.5
200.4583333	17.6
200.5	17.7
200.5416667	17.8
200.5833333	17.9
200.625	18.0
200.6666667	18.1
200.7083333	18.1
200.75	18.2
200.7916667	18.2
200.8333333	18.1
200.875	18.0
200.9166667	17.9
200.9583333	17.9
201.0	17.8
201.0416667	17.8
201.0833333	17.8
201.125	17.7
201.1666667	17.7
201.2083333	17.6
201.25	17.6
201.2916667	17.6
201.3333333	17.5
201.375	17.5
201.4166667	17.6
201.4583333	17.8
201.5	17.9
201.5416667	18.0
201.5833333	18.2
201.625	18.4
201.6666667	18.5
201.7083333	18.5
201.75	18.4
201.7916667	18.3
201.8333333	18.3
201.875	18.1
201.9166667	18.0
201.9583333	17.8
202.0	17.8
202.0416667	17.8
202.0833333	17.8
202.125	17.7
202.1666667	17.6
202.2083333	17.5
202.25	17.4
202.2916667	17.4
202.3333333	17.4
202.375	17.4
202.4166667	17.5
202.4583333	17.5
202.5	17.6
202.5416667	17.6
202.5833333	17.6
202.625	17.7
202.6666667	17.7
202.7083333	17.7
202.75	17.7
202.7916667	17.7
202.8333333	17.7
202.875	17.7
202.9166667	17.6
202.9583333	17.4
203.0	17.3
203.0416667	17.2
203.0833333	17.1
203.125	17.0
203.1666667	16.9
203.2083333	16.8
203.25	16.7
203.2916667	16.6
203.3333333	16.6
203.375	16.7
203.4166667	16.8
203.4583333	16.8
203.5	17.0
203.5416667	17.3
203.5833333	17.4
203.625	17.8
203.6666667	17.9
203.7083333	17.9
203.75	17.9
203.7916667	18.0
203.8333333	18.0
203.875	17.9
203.9166667	17.8
203.9583333	17.7
204.0	17.7
204.0416667	17.6
204.0833333	17.4
204.125	17.3
204.1666667	17.2
204.2083333	17.1
204.25	17.1
204.2916667	17.0
204.3333333	17.0
204.375	17.1
204.4166667	17.3
204.4583333	17.5
204.5	17.7
204.5416667	18.0
204.5833333	18.3
204.625	18.6
204.6666667	18.8
204.7083333	19.0
204.75	19.1
204.7916667	19.1
204.8333333	19.0
204.875	18.9
204.9166667	18.8
204.9583333	18.7
205.0	18.6
205.0416667	18.5
205.0833333	18.4
205.125	18.3
205.1666667	18.2
205.2083333	18.1
205.25	18.0
205.2916667	17.9
205.3333333	18.0
205.375	18.1
205.4166667	18.3
205.4583333	18.5
205.5	18.8
205.5416667	19.1
205.5833333	19.4
205.625	19.6
205.6666667	19.9
205.7083333	20.0
205.75	20.1
205.7916667	20.2
205.8333333	20.1
205.875	20.0
205.9166667	19.8
205.9583333	19.7
206.0	19.5
206.0416667	19.4
206.0833333	19.3
206.125	19.3
206.1666667	19.2
206.2083333	19.2
206.25	19.1
206.2916667	19.1
206.3333333	19.1
206.375	19.2
206.4166667	19.4
206.4583333	19.6
206.5	19.9
206.5416667	20.2
206.5833333	20.5
206.625	20.8
206.6666667	21.0
206.7083333	21.2
206.75	21.3
206.7916667	21.3
206.8333333	21.3
206.875	21.1
206.9166667	21.0
206.9583333	20.8
207.0	20.7
207.0416667	20.5
207.0833333	20.4
207.125	20.3
207.1666667	20.2
207.2083333	20.1
207.25	20.1
207.2916667	20.0
207.3333333	20.0
207.375	20.1
207.4166667	20.3
207.4583333	20.5
207.5	20.8
207.5416667	21.1
207.5833333	21.3
207.625	21.5
207.6666667	21.8
207.7083333	22.0
207.75	22.1
207.7916667	22.1
207.8333333	22.0
207.875	21.9
207.9166667	21.8
207.9583333	21.6
208.0	21.4
208.0416667	21.3
208.0833333	21.2
208.125	21.1
208.1666667	21.0
208.2083333	20.9
208.25	20.8
208.2916667	20.8
208.3333333	20.8
208.375	20.9
208.4166667	21.1
208.4583333	21.3
208.5	21.6
208.5416667	21.8
208.5833333	22.1
208.625	22.4
208.6666667	22.5
208.7083333	22.6
208.75	22.6
208.7916667	22.5
208.8333333	22.5
208.875	22.5
208.9166667	22.4
208.9583333	22.2
209.0	22.1
209.0416667	21.8
209.0833333	21.6
209.125	21.5
209.1666667	21.3
209.2083333	21.3
209.25	21.2
209.2916667	21.1
209.3333333	21.1
209.375	21.1
209.4166667	21.2
209.4583333	21.1
209.5	21.3
209.5416667	21.3
209.5833333	21.5
209.625	21.5
209.6666667	21.3
209.7083333	21.1
209.75	20.9
209.7916667	20.8
209.8333333	20.8
209.875	20.7
209.9166667	20.8
209.9583333	20.8
210.0	20.8
210.0416667	20.7
210.0833333	20.6
210.125	20.5
210.1666667	20.3
210.2083333	20.2
210.25	20.0
210.2916667	19.9
210.3333333	19.8
210.375	19.8
210.4166667	19.8
210.4583333	19.9
210.5	19.9
210.5416667	19.9
210.5833333	19.8
210.625	19.8
210.6666667	19.9
210.7083333	19.9
210.75	19.9
210.7916667	19.9
210.8333333	19.8
210.875	19.8
210.9166667	19.8
210.9583333	19.8
211.0	19.8
211.0416667	19.7
211.0833333	19.6
211.125	19.5
211.1666667	19.4
211.2083333	19.3
211.25	19.2
211.2916667	19.0
211.3333333	18.9
211.375	18.9
211.4166667	19.0
211.4583333	19.1
211.5	19.2
211.5416667	19.3
211.5833333	19.3
211.625	19.4
211.6666667	19.4
211.7083333	19.3
211.75	19.3
211.7916667	19.3
211.8333333	19.2
211.875	19.1
211.9166667	19.0
211.9583333	18.9
212.0	18.8
212.0416667	18.8
212.0833333	18.7
212.125	18.6
212.1666667	18.6
212.2083333	18.5
212.25	18.3
212.2916667	18.3
212.3333333	18.3
212.375	18.3
212.4166667	18.3
212.4583333	18.3
212.5	18.4
212.5416667	18.4
212.5833333	18.4
212.625	18.4
212.6666667	18.4
212.7083333	18.4
212.75	18.4
212.7916667	18.4
212.8333333	18.3
212.875	18.3
212.9166667	18.3
212.9583333	18.2
213.0	18.1
213.0416667	18.1
213.0833333	18.0
213.125	17.9
213.1666667	17.8
213.2083333	17.7
213.25	17.6
213.2916667	17.5
213.3333333	17.5
213.375	17.6
213.4166667	17.8
213.4583333	18.0
213.5	18.3
213.5416667	18.6
213.5833333	18.9
213.625	19.2
213.6666667	19.4
213.7083333	19.6
213.75	19.8
213.7916667	19.8
213.8333333	19.7
213.875	19.7
213.9166667	19.6
213.9583333	19.6
214.0	19.5
214.0416667	19.5
214.0833333	19.4
214.125	19.4
214.1666667	19.4
214.2083333	19.3
214.25	19.3
214.2916667	19.2
214.3333333	19.2
214.375	19.2
214.4166667	19.3
214.4583333	19.3
214.5	19.5
214.5416667	19.6
214.5833333	19.8
214.625	19.8
214.6666667	19.9
214.7083333	20.0
214.75	20.0
214.7916667	19.9
214.8333333	19.8
214.875	19.7
214.9166667	19.5
214.9583333	19.4
215.0	19.3
215.0416667	19.2
215.0833333	19.1
215.125	19.0
215.1666667	19.0
215.2083333	18.9
215.25	18.9
215.2916667	18.8
215.3333333	18.8
215.375	18.8
215.4166667	
215.4583333	19.1
215.5	19.2
215.5416667	19.4
215.5833333	19.6
215.625	19.8
215.6666667	19.9
215.7083333	20.0
215.75	20.1
215.7916667	20.1
215.8333333	20.1
215.875	19.9
215.9166667	19.8
215.9583333	19.7
216.0	19.6
216.0416667	19.5
216.0833333	19.4
216.125	19.3
216.1666667	19.2
216.2083333	19.2
216.25	19.1
216.2916667	19.0
216.3333333	19.0
216.375	19.0
216.4166667	19.1
216.4583333	19.2
216.5	19.4
216.5416667	19.7
216.5833333	20.0
216.625	20.2
216.6666667	20.3
216.7083333	20.4
216.75	20.4
216.7916667	20.3
216.8333333	20.3
216.875	20.1
216.9166667	20.0
216.9583333	19.9
217.0	19.8
217.0416667	19.7
217.0833333	19.6
217.125	19.5
217.1666667	19.4
217.2083333	19.3
217.25	19.2
217.2916667	19.2
217.3333333	19.1
217.375	19.1
217.4166667	19.2
217.4583333	19.4
217.5	19.7
217.5416667	19.9
217.5833333	20.1
217.625	20.3
217.6666667	20.5
217.7083333	20.5
217.75	20.5
217.7916667	20.6
217.8333333	20.5
217.875	20.3
217.9166667	20.2
217.9583333	20.1
218.0	20.0
218.0416667	19.9
218.0833333	19.8
218.125	19.6
218.1666667	19.5
218.2083333	19.3
218.25	19.2
218.2916667	19.2
218.3333333	19.2
218.375	19.2
218.4166667	19.2
218.4583333	19.3
218.5	19.4
218.5416667	19.4
218.5833333	19.5
218.625	19.6
218.6666667	19.7
218.7083333	19.8
218.75	19.8
218.7916667	19.7
218.8333333	19.7
218.875	19.5
218.9166667	19.4
218.9583333	19.3
219.0	19.2
219.0416667	19.0
219.0833333	18.8
219.125	18.7
219.1666667	18.5
219.2083333	18.4
219.25	18.3
219.2916667	18.2
219.3333333	18.1
219.375	18.1
219.4166667	18.2
219.4583333	
219.5	18.4
219.5416667	18.5
219.5833333	18.7
219.625	18.8
219.6666667	18.9
219.7083333	19.0
219.75	19.1
219.7916667	19.1
219.8333333	19.0
219.875	18.9
219.9166667	18.8
219.9583333	18.8
220.0	18.7
220.0416667	18.7
220.0833333	18.5
220.125	18.4
220.1666667	18.3
220.2083333	18.2
220.25	18.0
220.2916667	17.9
220.3333333	17.9
220.375	17.9
220.4166667	18.0
220.4583333	18.1
220.5	18.3
220.5416667	18.4
220.5833333	18.5
220.625	18.6
220.6666667	18.7
220.7083333	18.8
220.75	18.9
220.7916667	18.9
220.8333333	18.9
220.875	18.9
220.9166667	18.8
220.9583333	18.7
221.0	18.7
221.0416667	18.6
221.0833333	18.5
221.125	18.4
221.1666667	18.3
221.2083333	18.1
221.25	18.0
221.2916667	18.0
221.3333333	17.9
221.375	17.9
221.4166667	18.0
221.4583333	18.2
221.5	18.3
221.5416667	18.7
221.5833333	19.0
221.625	19.3
221.6666667	19.4
221.7083333	19.4
221.75	19.4
221.7916667	19.4
221.8333333	19.3
221.875	19.2
221.9166667	19.2
221.9583333	19.1
222.0	19.0
222.0416667	18.8
222.0833333	18.6
222.125	18.5
222.1666667	18.4
222.2083333	18.3
222.25	18.1
222.2916667	17.9
222.3333333	17.9
222.375	17.9
222.4166667	18.0
222.4583333	18.2
222.5	18.4
222.5416667	18.7
222.5833333	18.9
222.625	19.1
222.6666667	19.2
222.7083333	19.3
222.75	19.5
222.7916667	19.5
222.8333333	19.6
222.875	19.5
222.9166667	19.4
222.9583333	19.3
223.0	19.1
223.0416667	18.9
223.0833333	18.7
223.125	18.5
223.1666667	18.3
223.2083333	18.1
223.25	18.0
223.2916667	17.8
223.3333333	17.8
223.375	17.7
223.4166667	17.8
223.4583333	18.0
223.5	18.1
223.5416667	18.3
223.5833333	18.6
223.625	18.8
223.6666667	19.1
223.7083333	19.2
223.75	19.3
223.7916667	19.3
223.8333333	19.3
223.875	19.3
223.9166667	19.2
223.9583333	19.1
224.0	19.1
224.0416667	19.0
224.0833333	18.9
224.125	18.7
224.1666667	18.5
224.2083333	18.3
224.25	18.2
224.2916667	18.1
224.3333333	18.0
224.375	18.0
224.4166667	18.1
224.4583333	18.3
224.5	18.5
224.5416667	18.6
224.5833333	18.8
224.625	19.1
224.6666667	19.2
224.7083333	19.3
224.75	19.4
224.7916667	19.5
224.8333333	19.5
224.875	19.5
224.9166667	19.4
224.9583333	19.3
225.0	19.3
225.0416667	19.3
225.0833333	19.2
225.125	19.0
225.1666667	18.9
225.2083333	18.8
225.25	18.6
225.2916667	18.5
225.3333333	18.5
225.375	18.4
225.4166667	18.4
225.4583333	18.5
225.5	18.6
225.5416667	18.8
225.5833333	19.0
225.625	19.1
225.6666667	19.2
225.7083333	19.3
225.75	19.3
225.7916667	19.3
225.8333333	19.3
225.875	19.3
225.9166667	19.4
225.9583333	19.4
226.0	19.3
226.0416667	19.3
226.0833333	19.3
226.125	19.2
226.1666667	19.2
226.2083333	19.1
226.25	19.0
226.2916667	18.9
226.3333333	18.8
226.375	18.8
226.4166667	19.0
226.4583333	19.2
226.5	19.3
226.5416667	19.5
226.5833333	19.7
226.625	19.8
226.6666667	19.9
226.7083333	19.9
226.75	20.0
226.7916667	20.1
226.8333333	20.2
226.875	20.2
226.9166667	20.2
226.9583333	20.1
227.0	20.0
227.0416667	19.9
227.0833333	19.8
227.125	19.8
227.1666667	19.7
227.2083333	19.7
227.25	19.6
227.2916667	19.5
227.3333333	19.4
227.375	19.4
227.4166667	19.5
227.4583333	19.7
227.5	19.9
227.5416667	20.2
227.5833333	20.5
227.625	20.8
227.6666667	21.0
227.7083333	21.2
227.75	21.3
227.7916667	21.3
227.8333333	21.3
227.875	21.2
227.9166667	21.2
227.9583333	21.1
228.0	21.0
228.0416667	20.9
228.0833333	20.8
228.125	20.6
228.1666667	20.4
228.2083333	20.3
228.25	20.1
228.2916667	20.0
228.3333333	20.0
228.375	20.1
228.4166667	20.3
228.4583333	20.4
228.5	20.7
228.5416667	20.8
228.5833333	20.8
228.625	20.8
228.6666667	20.8
228.7083333	20.9
228.75	21.0
228.7916667	21.0
228.8333333	20.9
228.875	20.8
228.9166667	20.8
228.9583333	20.7
229.0	20.6
229.0416667	20.6
229.0833333	20.5
229.125	20.5
229.1666667	20.4
229.2083333	20.3
229.25	20.3
229.2916667	20.2
229.3333333	20.1
229.375	20.1
229.4166667	20.2
229.4583333	20.3
229.5	20.5
229.5416667	20.7
229.5833333	20.9
229.625	21.1
229.6666667	21.3
229.7083333	21.3
229.75	21.3
229.7916667	21.3
229.8333333	21.3
229.875	21.3
229.9166667	21.2
229.9583333	21.1
230.0	21.0
230.0416667	20.9
230.0833333	20.8
230.125	20.8
230.1666667	20.7
230.2083333	20.6
230.25	20.5
230.2916667	20.5
230.3333333	20.5
230.375	20.5
230.4166667	20.7
230.4583333	20.8
230.5	21.1
230.5416667	21.3
230.5833333	21.6
230.625	21.9
230.6666667	22.1
230.7083333	22.3
230.75	22.4
230.7916667	22.5
230.8333333	22.5
230.875	22.4
230.9166667	22.3
230.9583333	22.2
231.0	22.1
231.0416667	22.0
231.0833333	21.8
231.125	21.7
231.1666667	21.6
231.2083333	21.5
231.25	21.4
231.2916667	21.3
231.3333333	21.3
231.375	21.3
231.4166667	21.5
231.4583333	21.8
231.5	22.1
231.5416667	22.4
231.5833333	22.7
231.625	22.9
231.6666667	23.2
231.7083333	23.3
231.75	23.4
231.7916667	23.4
231.8333333	23.4
231.875	23.3
231.9166667	23.3
231.9583333	23.3
232.0	23.2
232.0416667	23.1
232.0833333	23.0
232.125	22.8
232.1666667	22.6
232.2083333	22.4
232.25	22.3
232.2916667	22.2
232.3333333	22.1
232.375	22.1
232.4166667	22.1
232.4583333	22.3
232.5	22.5
232.5416667	22.7
232.5833333	22.9
232.625	23.1
232.6666667	23.2
232.7083333	23.2
232.75	23.2
232.7916667	23.1
232.8333333	23.1
232.875	23.1
232.9166667	23.1
232.9583333	23.0
233.0	22.9
233.0416667	22.8
233.0833333	22.7
233.125	22.6
233.1666667	22.5
233.2083333	22.3
233.25	22.2
233.2916667	22.0
233.3333333	21.9
233.375	21.9
233.4166667	22.0
233.4583333	22.1
233.5	22.2
233.5416667	22.3
233.5833333	22.5
233.625	22.7
233.6666667	22.8
233.7083333	22.9
233.75	22.9
233.7916667	22.9
233.8333333	22.8
233.875	22.7
233.9166667	22.6
233.9583333	22.5
234.0	22.4
234.0416667	22.2
234.0833333	22.1
234.125	21.8
234.1666667	21.6
234.2083333	21.4
234.25	21.3
234.2916667	21.1
234.3333333	21.0
234.375	20.9
234.4166667	21.0
234.4583333	21.1
234.5	21.2
234.5416667	21.3
234.5833333	21.4
234.625	21.6
234.6666667	21.8
234.7083333	21.8
234.75	21.8
234.7916667	21.7
234.8333333	21.6
234.875	21.5
234.9166667	21.3
234.9583333	21.3
235.0	21.1
235.0416667	21.0
235.0833333	20.8
235.125	20.6
235.1666667	20.4
235.2083333	20.3
235.25	20.1
235.2916667	20.0
235.3333333	19.8
235.375	19.8
235.4166667	19.8
235.4583333	20.0
235.5	20.1
235.5416667	20.4
235.5833333	20.6
235.625	20.8
235.6666667	21.1
235.7083333	21.1
235.75	21.0
235.7916667	21.0
235.8333333	20.9
235.875	20.8
235.9166667	20.8
235.9583333	20.8
236.0	20.8
236.0416667	20.7
236.0833333	20.5
236.125	20.3
236.1666667	20.2
236.2083333	20.1
236.25	20.0
236.2916667	19.9
236.3333333	19.8
236.375	19.8
236.4166667	19.9
236.4583333	20.0
236.5	20.2
236.5416667	20.3
236.5833333	20.6
236.625	20.8
236.6666667	21.0
236.7083333	21.0
236.75	21.0
236.7916667	20.9
236.8333333	20.9
236.875	20.9
236.9166667	20.8
236.9583333	20.8
237.0	20.7
237.0416667	20.7
237.0833333	20.5
237.125	20.3
237.1666667	20.1
237.2083333	20.0
237.25	19.9
237.2916667	19.8
237.3333333	19.7
237.375	19.7
237.4166667	19.7
237.4583333	19.8
237.5	20.0
237.5416667	20.1
237.5833333	20.3
237.625	20.3
237.6666667	20.5
237.7083333	20.5
237.75	20.5
237.7916667	20.4
237.8333333	20.3
237.875	20.2
237.9166667	20.2
237.9583333	20.1
238.0	20.0
238.0416667	19.9
238.0833333	19.8
238.125	19.6
238.1666667	19.5
238.2083333	19.4
238.25	19.3
238.2916667	19.2
238.3333333	19.2
238.375	19.0
238.4166667	19.0
238.4583333	19.0
238.5	19.0
238.5416667	19.1
238.5833333	19.1
238.625	19.2
238.6666667	19.3
238.7083333	19.3
238.75	19.3
238.7916667	19.2
238.8333333	19.1
238.875	19.1
238.9166667	19.2
238.9583333	19.5
239.0	19.5
239.0416667	19.3
239.0833333	19.0
239.125	18.8
239.1666667	18.5
239.2083333	18.3
239.25	18.2
239.2916667	18.0
239.3333333	18.0
239.375	18.0
239.4166667	18.0
239.4583333	18.1
239.5	18.2
239.5416667	18.4
239.5833333	18.5
239.625	18.7
239.6666667	18.9
239.7083333	18.9
239.75	18.9
239.7916667	18.9
239.8333333	18.8
239.875	18.8
239.9166667	18.7
239.9583333	18.7
240.0	18.6
240.0416667	18.5
240.0833333	18.5
240.125	18.5
240.1666667	18.5
240.2083333	18.5
240.25	18.4
240.2916667	18.4
240.3333333	18.4
240.375	18.4
240.4166667	18.4
240.4583333	18.5
240.5	18.5
240.5416667	18.6
240.5833333	18.7
240.625	18.8
240.6666667	18.9
240.7083333	19.0
240.75	19.0
240.7916667	19.0
240.8333333	18.9
240.875	18.8
240.9166667	18.8
240.9583333	18.7
241.0	18.7
241.0416667	18.6
241.0833333	18.5
241.125	18.4
241.1666667	18.3
241.2083333	18.2
241.25	18.1
241.2916667	18.0
241.3333333	18.0
241.375	18.0
241.4166667	18.1
241.4583333	18.3
241.5	18.5
241.5416667	18.7
241.5833333	19.0
241.625	19.2
241.6666667	19.3
241.7083333	19.4
241.75	19.4
241.7916667	19.4
241.8333333	19.3
241.875	19.2
241.9166667	19.1
241.9583333	19.0
242.0	18.9
242.0416667	18.8
242.0833333	18.7
242.125	18.7
242.1666667	18.6
242.2083333	18.5
242.25	18.4
242.2916667	18.3
242.3333333	18.3
242.375	18.3
242.4166667	18.3
242.4583333	18.5
242.5	18.7
242.5416667	18.9
242.5833333	19.0
242.625	19.1
242.6666667	19.2
242.7083333	19.2
242.75	19.3
242.7916667	19.2
242.8333333	19.2
242.875	19.1
242.9166667	19.0
242.9583333	18.9
243.0	18.8
243.0416667	18.7
243.0833333	18.6
243.125	18.4
243.1666667	18.3
243.2083333	18.2
243.25	18.1
243.2916667	18.0
243.3333333	17.9
243.375	17.8
243.4166667	17.8
243.4583333	17.8
243.5	17.7
243.5416667	17.7
243.5833333	17.8
243.625	17.9
243.6666667	18.0
243.7083333	18.0
243.75	18.0
243.7916667	18.0
243.8333333	17.9
243.875	17.8
243.9166667	17.8
243.9583333	17.8
244.0	17.7
244.0416667	17.6
244.0833333	17.5
244.125	17.7
244.1666667	17.9
244.2083333	17.9
244.25	17.9
244.2916667	17.8
244.3333333	17.7
244.375	17.7
244.4166667	17.7
244.4583333	17.7
244.5	17.8
244.5416667	17.9
244.5833333	17.9
244.625	18.1
244.6666667	18.1
244.7083333	18.2
244.75	18.2
244.7916667	18.1
244.8333333	17.9
244.875	17.8
244.9166667	17.6
244.9583333	17.4
245.0	17.3
245.0416667	17.2
245.0833333	17.1
245.125	17.0
245.1666667	16.8
245.2083333	16.7
245.25	16.5
245.2916667	16.4
245.3333333	16.3
245.375	16.3
245.4166667	16.4
245.4583333	16.6
245.5	16.8
245.5416667	17.0
245.5833333	17.2
245.625	17.4
245.6666667	17.6
245.7083333	17.7
245.75	17.7
245.7916667	17.7
245.8333333	17.7
245.875	17.6
245.9166667	17.6
245.9583333	17.5
246.0	17.4
246.0416667	17.3
246.0833333	17.2
246.125	17.2
246.1666667	17.1
246.2083333	17.1
246.25	17.1
246.2916667	17.1
246.3333333	17.1
246.375	17.1
246.4166667	17.1
246.4583333	17.2
246.5	17.3
246.5416667	17.5
246.5833333	17.7
246.625	17.8
246.6666667	18.1
246.7083333	18.1
246.75	18.2
246.7916667	18.2
246.8333333	18.1
246.875	18.0
246.9166667	17.9
246.9583333	17.8
247.0	17.7
247.0416667	17.6
247.0833333	17.5
247.125	17.3
247.1666667	17.2
247.2083333	17.1
247.25	17.1
247.2916667	17.0
247.3333333	16.9
247.375	16.9
247.4166667	17.0
247.4583333	17.2
247.5	17.4
247.5416667	17.7
247.5833333	18.0
247.625	18.3
247.6666667	18.5
247.7083333	18.7
247.75	18.7
247.7916667	18.7
247.8333333	18.7
247.875	18.6
247.9166667	18.5
247.9583333	18.5
248.0	18.5
248.0416667	18.4
248.0833333	18.3
248.125	18.2
248.1666667	18.1
248.2083333	18.0
248.25	17.9
248.2916667	17.8
248.3333333	17.7
248.375	17.7
248.4166667	17.7
248.4583333	17.8
248.5	17.9
248.5416667	18.0
248.5833333	18.1
248.625	18.2
248.6666667	18.2
248.7083333	18.2
248.75	18.2
248.7916667	18.1
248.8333333	18.1
248.875	18.0
248.9166667	17.9
248.9583333	17.9
249.0	17.8
249.0416667	17.8
249.0833333	17.8
249.125	17.7
249.1666667	17.6
249.2083333	17.5
249.25	17.5
