#.t	.in_5
#d	degC
61.9583333	9.5
62.0	9.4
62.0416667	9.4
62.0833333	9.3
62.125	9.3
62.1666667	9.3
62.2083333	9.4
62.25	9.4
62.2916667	9.4
62.3333333	9.4
62.375	9.4
62.4166667	9.5
62.4583333	9.5
62.5	9.5
62.5416667	9.6
62.5833333	9.7
62.625	9.8
62.6666667	9.9
62.7083333	9.9
62.75	9.9
62.7916667	9.9
62.8333333	9.9
62.875	9.9
62.9166667	9.9
62.9583333	9.8
63.0	9.8
63.0416667	9.7
63.0833333	9.6
63.125	9.5
63.1666667	9.5
63.2083333	9.4
63.25	9.4
63.2916667	9.4
63.3333333	9.4
63.375	9.4
63.4166667	9.4
63.4583333	9.4
63.5	9.6
63.5416667	9.7
63.5833333	9.8
63.625	9.9
63.6666667	9.9
63.7083333	10.0
63.75	10.0
63.7916667	10.0
63.8333333	9.9
63.875	9.9
63.9166667	9.8
63.9583333	9.8
64.0	9.7
64.0416667	9.7
64.0833333	9.6
64.125	9.6
64.1666667	9.6
64.2083333	9.5
64.25	9.5
64.2916667	9.5
64.3333333	9.5
64.375	9.4
64.4166667	9.3
64.4583333	9.4
64.5	9.4
64.5416667	9.3
64.5833333	9.3
64.625	9.4
64.6666667	9.4
64.7083333	9.4
64.75	9.4
64.7916667	9.4
64.8333333	9.4
64.875	9.3
64.9166667	9.2
64.9583333	9.1
65.0	9.0
65.0416667	8.9
65.0833333	8.8
65.125	8.8
65.1666667	8.7
65.2083333	8.7
65.25	8.6
65.2916667	8.5
65.3333333	8.5
65.375	8.4
65.4166667	8.3
65.4583333	8.4
65.5	8.4
65.5416667	8.4
65.5833333	8.5
65.625	8.5
65.6666667	8.5
65.7083333	8.5
65.75	8.5
65.7916667	8.5
65.8333333	8.4
65.875	8.3
65.9166667	8.2
65.9583333	8.2
66.0	8.0
66.0416667	7.9
66.0833333	7.9
66.125	7.8
66.1666667	7.8
66.2083333	7.7
66.25	7.7
66.2916667	7.6
66.3333333	7.5
66.375	7.5
66.4166667	7.4
66.4583333	7.4
66.5	7.4
66.5416667	7.4
66.5833333	7.4
66.625	7.4
66.6666667	7.4
66.7083333	7.4
66.75	7.3
66.7916667	7.2
66.8333333	7.2
66.875	7.1
66.9166667	7.1
66.9583333	7.0
67.0	7.0
67.0416667	6.9
67.0833333	6.9
67.125	7.0
67.1666667	6.8
67.2083333	6.7
67.25	6.8
67.2916667	6.8
67.3333333	7.0
67.375	7.5
67.4166667	7.8
67.4583333	8.1
67.5	8.3
67.5416667	8.5
67.5833333	8.5
67.625	8.5
67.6666667	8.4
67.7083333	8.2
67.75	8.0
67.7916667	7.9
67.8333333	7.8
67.875	7.7
67.9166667	7.6
67.9583333	7.4
68.0	7.2
68.0416667	7.1
68.0833333	7.1
68.125	7.0
68.1666667	7.0
68.2083333	6.9
68.25	6.9
68.2916667	6.9
68.3333333	6.8
68.375	6.7
68.4166667	6.7
68.4583333	6.8
68.5	7.0
68.5416667	7.1
68.5833333	7.3
68.625	7.4
68.6666667	7.4
68.7083333	7.4
68.75	7.5
68.7916667	7.5
68.8333333	7.4
68.875	7.5
68.9166667	7.5
68.9583333	7.5
69.0	7.4
69.0416667	7.5
69.0833333	7.5
69.125	7.6
69.1666667	7.7
69.2083333	7.8
69.25	7.8
69.2916667	7.9
69.3333333	7.9
69.375	7.9
69.4166667	7.9
69.4583333	8.0
69.5	8.0
69.5416667	8.0
69.5833333	8.1
69.625	8.2
69.6666667	8.3
69.7083333	8.4
69.75	8.4
69.7916667	8.4
69.8333333	8.3
69.875	8.3
69.9166667	8.3
69.9583333	8.3
70.0	8.3
70.0416667	8.3
70.0833333	8.3
70.125	8.3
70.1666667	8.3
70.2083333	8.4
70.25	8.5
70.2916667	8.6
70.3333333	8.6
70.375	8.6
70.4166667	8.7
70.4583333	8.8
70.5	8.9
70.5416667	9.2
70.5833333	9.4
70.625	9.7
70.6666667	9.9
70.7083333	10.1
70.75	10.1
70.7916667	10.1
70.8333333	10.0
70.875	9.9
70.9166667	9.9
70.9583333	9.7
71.0	9.6
71.0416667	9.4
71.0833333	9.3
71.125	9.2
71.1666667	9.1
71.2083333	9.1
71.25	9.1
71.2916667	9.2
71.3333333	9.3
71.375	9.4
71.4166667	9.4
71.4583333	9.4
71.5	9.5
71.5416667	9.7
71.5833333	9.8
71.625	10.0
71.6666667	10.1
71.7083333	10.1
71.75	10.1
71.7916667	10.2
71.8333333	10.2
71.875	10.1
71.9166667	10.0
71.9583333	9.9
72.0	9.9
72.0416667	9.8
72.0833333	9.8
72.125	9.8
72.1666667	9.8
72.2083333	9.9
72.25	9.9
72.2916667	10.0
72.3333333	10.0
72.375	10.1
72.4166667	10.1
72.4583333	10.1
72.5	10.1
72.5416667	10.2
72.5833333	10.3
72.625	10.4
72.6666667	10.4
72.7083333	10.4
72.75	10.4
72.7916667	10.3
72.8333333	10.3
72.875	10.2
72.9166667	10.2
72.9583333	10.1
73.0	10.0
73.0416667	9.9
73.0833333	9.9
73.125	9.8
73.1666667	9.7
73.2083333	9.8
73.25	9.9
73.2916667	9.9
73.3333333	9.8
73.375	9.6
73.4166667	9.7
73.4583333	9.8
73.5	9.8
73.5416667	9.8
73.5833333	9.8
73.625	9.9
73.6666667	9.9
73.7083333	10.0
73.75	10.0
73.7916667	10.0
73.8333333	9.8
73.875	9.8
73.9166667	9.7
73.9583333	9.6
74.0	9.4
74.0416667	9.3
74.0833333	9.1
74.125	9.0
74.1666667	9.0
74.2083333	8.9
74.25	8.8
74.2916667	8.8
74.3333333	8.8
74.375	8.7
74.4166667	8.8
74.4583333	8.9
74.5	9.1
74.5416667	9.4
74.5833333	9.6
74.625	9.9
74.6666667	10.1
74.7083333	10.3
74.75	10.4
74.7916667	10.3
74.8333333	10.3
74.875	10.2
74.9166667	10.1
74.9583333	9.9
75.0	9.8
75.0416667	9.6
75.0833333	9.4
75.125	9.3
75.1666667	9.2
75.2083333	9.2
75.25	9.1
75.2916667	9.1
75.3333333	9.1
75.375	9.2
75.4166667	9.3
75.4583333	9.4
75.5	9.5
75.5416667	9.6
75.5833333	9.7
75.625	10.0
75.6666667	10.2
75.7083333	10.3
75.75	10.3
75.7916667	10.3
75.8333333	10.2
75.875	10.2
75.9166667	10.1
75.9583333	10.0
76.0	9.9
76.0416667	9.7
76.0833333	9.6
76.125	9.5
76.1666667	9.4
76.2083333	9.4
76.25	9.3
76.2916667	9.3
76.3333333	9.4
76.375	9.5
76.4166667	9.6
76.4583333	9.8
76.5	10.0
76.5416667	10.2
76.5833333	10.3
76.625	10.4
76.6666667	10.4
76.7083333	10.4
76.75	10.5
76.7916667	10.5
76.8333333	10.4
76.875	10.4
76.9166667	10.3
76.9583333	10.3
77.0	10.3
77.0416667	10.2
77.0833333	10.1
77.125	10.0
77.1666667	9.9
77.2083333	9.8
77.25	9.8
77.2916667	9.7
77.3333333	9.7
77.375	9.8
77.4166667	9.9
77.4583333	9.9
77.5	10.0
77.5416667	10.0
77.5833333	10.2
77.625	10.3
77.6666667	10.4
77.7083333	10.4
77.75	10.4
77.7916667	10.4
77.8333333	10.3
77.875	10.2
77.9166667	10.1
77.9583333	10.1
78.0	10.0
78.0416667	9.9
78.0833333	9.8
78.125	9.7
78.1666667	9.7
78.2083333	9.6
78.25	9.5
78.2916667	9.4
78.3333333	9.4
78.375	9.4
78.4166667	9.6
78.4583333	9.7
78.5	9.9
78.5416667	10.1
78.5833333	10.3
78.625	10.5
78.6666667	10.6
78.7083333	10.7
78.75	10.8
78.7916667	10.9
78.8333333	10.8
78.875	10.7
78.9166667	10.5
78.9583333	10.4
79.0	10.1
79.0416667	9.9
79.0833333	9.7
79.125	9.6
79.1666667	9.4
79.2083333	9.2
79.25	9.1
79.2916667	9.1
79.3333333	9.1
79.375	9.1
79.4166667	9.2
79.4583333	9.4
79.5	9.7
79.5416667	9.9
79.5833333	10.2
79.625	10.3
79.6666667	10.5
79.7083333	10.6
79.75	10.6
79.7916667	10.6
79.8333333	10.5
79.875	10.5
79.9166667	10.4
79.9583333	10.3
80.0	10.2
80.0416667	10.1
80.0833333	10.0
80.125	9.8
80.1666667	9.7
80.2083333	9.6
80.25	9.5
80.2916667	9.4
80.3333333	9.5
80.375	9.6
80.4166667	9.8
80.4583333	10.1
80.5	10.5
80.5416667	10.8
80.5833333	11.1
80.625	11.3
80.6666667	11.4
80.7083333	11.5
80.75	11.6
80.7916667	11.5
80.8333333	11.4
80.875	11.3
80.9166667	11.2
80.9583333	11.0
81.0	10.9
81.0416667	10.7
81.0833333	10.5
81.125	10.3
81.1666667	10.2
81.2083333	10.1
81.25	10.0
81.2916667	9.9
81.3333333	9.9
81.375	9.9
81.4166667	10.1
81.4583333	10.4
81.5	10.8
81.5416667	11.1
81.5833333	11.5
81.625	11.8
81.6666667	12.0
81.7083333	12.2
81.75	12.2
81.7916667	12.2
81.8333333	12.1
81.875	12.0
81.9166667	11.9
81.9583333	11.7
82.0	11.6
82.0416667	11.5
82.0833333	11.4
82.125	11.2
82.1666667	11.1
82.2083333	11.0
82.25	10.9
82.2916667	10.9
82.3333333	10.8
82.375	10.9
82.4166667	11.0
82.4583333	11.2
82.5	11.5
82.5416667	11.9
82.5833333	12.2
82.625	12.5
82.6666667	12.8
82.7083333	12.9
82.75	12.9
82.7916667	12.9
82.8333333	12.8
82.875	12.7
82.9166667	12.6
82.9583333	12.4
83.0	12.3
83.0416667	12.1
83.0833333	11.9
83.125	11.7
83.1666667	11.6
83.2083333	11.5
83.25	11.4
83.2916667	11.3
83.3333333	11.2
83.375	11.3
83.4166667	11.5
83.4583333	11.8
83.5	12.1
83.5416667	12.4
83.5833333	12.7
83.625	13.0
83.6666667	13.1
83.7083333	13.2
83.75	13.2
83.7916667	13.1
83.8333333	13.0
83.875	12.9
83.9166667	12.8
83.9583333	12.7
84.0	12.5
84.0416667	12.4
84.0833333	12.3
84.125	12.1
84.1666667	12.0
84.2083333	11.9
84.25	11.8
84.2916667	11.7
84.3333333	11.7
84.375	11.7
84.4166667	11.8
84.4583333	11.9
84.5	12.2
84.5416667	12.5
84.5833333	12.8
84.625	13.0
84.6666667	13.1
84.7083333	13.2
84.75	13.3
84.7916667	13.3
84.8333333	13.1
84.875	13.0
84.9166667	12.9
84.9583333	12.7
85.0	12.5
85.0416667	12.3
85.0833333	12.2
85.125	12.0
85.1666667	11.9
85.2083333	11.8
85.25	11.7
85.2916667	11.6
85.3333333	11.6
85.375	11.6
85.4166667	11.7
85.4583333	11.9
85.5	12.1
85.5416667	12.4
85.5833333	12.7
85.625	12.9
85.6666667	13.1
85.7083333	13.3
85.75	13.3
85.7916667	13.2
85.8333333	13.1
85.875	13.0
85.9166667	12.9
85.9583333	12.7
86.0	12.5
86.0416667	12.3
86.0833333	12.1
86.125	11.9
86.1666667	11.8
86.2083333	11.8
86.25	11.6
86.2916667	11.5
86.3333333	11.5
86.375	11.5
86.4166667	11.7
86.4583333	11.9
86.5	12.2
86.5416667	12.5
86.5833333	12.8
86.625	13.0
86.6666667	13.2
86.7083333	13.3
86.75	13.3
86.7916667	13.2
86.8333333	13.1
86.875	13.0
86.9166667	12.9
86.9583333	12.7
87.0	12.6
87.0416667	12.4
87.0833333	12.2
87.125	12.0
87.1666667	11.9
87.2083333	11.8
87.25	11.7
87.2916667	11.6
87.3333333	11.5
87.375	11.6
87.4166667	11.7
87.4583333	12.0
87.5	12.3
87.5416667	12.6
87.5833333	13.0
87.625	13.3
87.6666667	13.6
87.7083333	13.8
87.75	13.8
87.7916667	13.8
87.8333333	13.6
87.875	13.5
87.9166667	13.3
87.9583333	13.1
88.0	12.9
88.0416667	12.7
88.0833333	12.5
88.125	12.3
88.1666667	12.1
88.2083333	11.9
88.25	11.8
88.2916667	11.7
88.3333333	11.6
88.375	11.6
88.4166667	11.7
88.4583333	11.8
88.5	12.0
88.5416667	12.2
88.5833333	12.4
88.625	12.4
88.6666667	12.5
88.7083333	12.6
88.75	12.6
88.7916667	12.6
88.8333333	12.4
88.875	12.3
88.9166667	12.2
88.9583333	12.0
89.0	12.0
89.0416667	11.9
89.0833333	11.7
89.125	11.6
89.1666667	11.5
89.2083333	11.4
89.25	11.3
89.2916667	11.2
89.3333333	11.2
89.375	11.2
89.4166667	11.1
89.4583333	11.1
89.5	
89.5416667	11.2
89.5833333	11.3
89.625	11.4
89.6666667	11.5
89.7083333	11.6
89.75	11.6
89.7916667	11.5
89.8333333	11.5
89.875	11.4
89.9166667	11.3
89.9583333	11.3
90.0	11.2
90.0416667	11.1
90.0833333	11.0
90.125	10.9
90.1666667	10.9
90.2083333	10.8
90.25	10.7
90.2916667	10.6
90.3333333	10.6
90.375	10.5
90.4166667	10.5
90.4583333	10.6
90.5	10.7
90.5416667	10.7
90.5833333	10.8
90.625	10.9
90.6666667	11.0
90.7083333	11.0
90.75	11.0
90.7916667	10.9
90.8333333	10.9
90.875	10.7
90.9166667	10.6
90.9583333	10.5
91.0	10.3
91.0416667	10.2
91.0833333	10.0
91.125	9.8
91.1666667	9.7
91.2083333	9.5
91.25	9.3
91.2916667	9.2
91.3333333	9.0
91.375	9.0
91.4166667	9.1
91.4583333	9.3
91.5	9.5
91.5416667	9.7
91.5833333	10.0
91.625	10.3
91.6666667	10.6
91.7083333	10.9
91.75	11.1
91.7916667	11.1
91.8333333	11.0
91.875	10.8
91.9166667	10.7
91.9583333	10.6
92.0	10.4
92.0416667	10.2
92.0833333	10.1
92.125	9.9
92.1666667	9.7
92.2083333	9.6
92.25	9.4
92.2916667	9.3
92.3333333	9.2
92.375	9.1
92.4166667	9.1
92.4583333	9.3
92.5	9.5
92.5416667	9.9
92.5833333	10.3
92.625	10.7
92.6666667	10.9
92.7083333	11.2
92.75	11.4
92.7916667	11.5
92.8333333	11.4
92.875	11.3
92.9166667	11.2
92.9583333	11.1
93.0	11.0
93.0416667	10.9
93.0833333	10.7
93.125	10.5
93.1666667	10.3
93.2083333	10.1
93.25	9.9
93.2916667	9.8
93.3333333	9.8
93.375	9.9
93.4166667	10.1
93.4583333	10.3
93.5	10.5
93.5416667	10.8
93.5833333	11.1
93.625	11.3
93.6666667	11.6
93.7083333	11.9
93.75	12.0
93.7916667	12.0
93.8333333	11.9
93.875	11.9
93.9166667	11.9
93.9583333	11.8
94.0	11.6
94.0416667	11.4
94.0833333	11.2
94.125	11.0
94.1666667	10.9
94.2083333	10.8
94.25	10.7
94.2916667	10.6
94.3333333	10.5
94.375	10.6
94.4166667	10.7
94.4583333	10.9
94.5	11.1
94.5416667	11.2
94.5833333	11.2
94.625	11.3
94.6666667	11.3
94.7083333	11.4
94.75	11.4
94.7916667	11.3
94.8333333	11.2
94.875	11.1
94.9166667	11.0
94.9583333	11.0
95.0	11.0
95.0416667	10.9
95.0833333	10.9
95.125	10.8
95.1666667	10.7
95.2083333	10.6
95.25	10.5
95.2916667	10.3
95.3333333	10.2
95.375	10.1
95.4166667	10.1
95.4583333	10.2
95.5	10.4
95.5416667	10.6
95.5833333	10.8
95.625	10.9
95.6666667	11.0
95.7083333	11.0
95.75	11.0
95.7916667	10.9
95.8333333	10.9
95.875	10.8
95.9166667	10.7
95.9583333	10.6
96.0	10.6
96.0416667	10.4
96.0833333	10.3
96.125	10.1
96.1666667	9.9
96.2083333	9.8
96.25	9.6
96.2916667	9.4
96.3333333	9.3
96.375	9.2
96.4166667	9.3
96.4583333	9.5
96.5	9.8
96.5416667	10.2
96.5833333	10.6
96.625	11.0
96.6666667	11.4
96.7083333	11.6
96.75	11.7
96.7916667	11.7
96.8333333	11.7
96.875	11.6
96.9166667	11.4
96.9583333	11.3
97.0	11.1
97.0416667	11.0
97.0833333	10.9
97.125	10.7
97.1666667	10.6
97.2083333	10.4
97.25	10.3
97.2916667	10.2
97.3333333	10.1
97.375	10.1
97.4166667	10.1
97.4583333	10.3
97.5	10.5
97.5416667	10.8
97.5833333	10.9
97.625	11.0
97.6666667	11.1
97.7083333	11.1
97.75	11.1
97.7916667	11.0
97.8333333	10.9
97.875	10.8
97.9166667	10.7
97.9583333	10.6
98.0	10.5
98.0416667	10.3
98.0833333	10.1
98.125	9.9
98.1666667	9.8
98.2083333	9.7
98.25	9.6
98.2916667	9.5
98.3333333	9.4
98.375	9.4
98.4166667	9.6
98.4583333	9.9
98.5	10.2
98.5416667	10.6
98.5833333	10.9
98.625	11.2
98.6666667	11.5
98.7083333	11.6
98.75	11.5
98.7916667	11.3
98.8333333	11.1
98.875	11.0
98.9166667	11.1
98.9583333	11.2
99.0	11.1
99.0416667	10.9
99.0833333	10.7
99.125	10.6
99.1666667	10.5
99.2083333	10.3
99.25	10.2
99.2916667	10.1
99.3333333	10.0
99.375	9.9
99.4166667	9.9
99.4583333	10.0
99.5	10.3
99.5416667	10.5
99.5833333	10.8
99.625	10.9
99.6666667	11.0
99.7083333	11.0
99.75	11.0
99.7916667	10.9
99.8333333	10.9
99.875	10.9
99.9166667	11.0
99.9583333	11.2
100.0	11.4
100.0416667	11.4
100.0833333	11.3
100.125	11.2
100.1666667	11.1
100.2083333	11.1
100.25	11.0
100.2916667	11.0
100.3333333	11.0
100.375	11.0
100.4166667	10.9
100.4583333	10.9
100.5	10.9
100.5416667	10.9
100.5833333	11.0
100.625	11.3
100.6666667	11.4
100.7083333	11.3
100.75	11.2
100.7916667	11.2
100.8333333	11.2
100.875	11.1
100.9166667	11.0
100.9583333	11.0
101.0	10.9
101.0416667	10.9
101.0833333	10.9
101.125	10.9
101.1666667	10.8
101.2083333	10.7
101.25	10.8
101.2916667	10.6
101.3333333	10.6
101.375	10.8
101.4166667	11.0
101.4583333	11.2
101.5	11.4
101.5416667	11.6
101.5833333	11.8
101.625	12.0
101.6666667	12.2
101.7083333	12.2
101.75	12.1
101.7916667	12.0
101.8333333	11.8
101.875	11.6
101.9166667	11.5
101.9583333	11.4
102.0	11.3
102.0416667	11.2
102.0833333	11.2
102.125	11.1
102.1666667	11.0
102.2083333	10.9
102.25	10.9
102.2916667	10.8
102.3333333	10.8
102.375	10.8
102.4166667	10.9
102.4583333	11.0
102.5	11.2
102.5416667	11.4
102.5833333	11.3
102.625	11.3
102.6666667	11.3
102.7083333	11.3
102.75	11.3
102.7916667	11.3
102.8333333	11.2
102.875	11.1
102.9166667	11.0
102.9583333	11.0
103.0	10.9
103.0416667	10.9
103.0833333	10.9
103.125	10.8
103.1666667	10.9
103.2083333	11.0
103.25	11.1
103.2916667	11.1
103.3333333	11.1
103.375	11.1
103.4166667	11.1
103.4583333	11.1
103.5	11.2
103.5416667	11.3
103.5833333	11.4
103.625	11.5
103.6666667	11.5
103.7083333	11.3
103.75	11.0
103.7916667	11.0
103.8333333	10.9
103.875	10.8
103.9166667	10.6
103.9583333	10.5
104.0	10.5
104.0416667	10.4
104.0833333	10.3
104.125	10.3
104.1666667	10.3
104.2083333	10.3
104.25	10.2
104.2916667	10.2
104.3333333	10.2
104.375	10.2
104.4166667	10.3
104.4583333	10.4
104.5	10.5
104.5416667	10.7
104.5833333	10.9
104.625	11.0
104.6666667	11.1
104.7083333	11.3
104.75	11.5
104.7916667	11.5
104.8333333	11.3
104.875	11.2
104.9166667	11.1
104.9583333	10.9
105.0	10.8
105.0416667	10.6
105.0833333	10.5
105.125	10.5
105.1666667	10.4
105.2083333	10.4
105.25	10.3
105.2916667	10.3
105.3333333	10.3
105.375	10.4
105.4166667	10.4
105.4583333	10.4
105.5	10.5
105.5416667	10.6
105.5833333	10.6
105.625	10.7
105.6666667	10.7
105.7083333	10.7
105.75	10.6
105.7916667	10.5
105.8333333	10.4
105.875	10.2
105.9166667	10.1
105.9583333	9.9
106.0	9.7
106.0416667	9.6
106.0833333	9.4
106.125	9.3
106.1666667	9.2
106.2083333	9.1
106.25	9.0
106.2916667	9.0
106.3333333	9.1
106.375	9.2
106.4166667	9.3
106.4583333	9.4
106.5	9.6
106.5416667	9.8
106.5833333	10.0
106.625	10.2
106.6666667	10.5
106.7083333	10.6
106.75	10.7
106.7916667	10.7
106.8333333	10.5
106.875	10.4
106.9166667	10.3
106.9583333	10.1
107.0	9.9
107.0416667	9.7
107.0833333	9.5
107.125	9.3
107.1666667	9.1
107.2083333	8.9
107.25	8.8
107.2916667	8.7
107.3333333	8.7
107.375	8.8
107.4166667	8.9
107.4583333	9.1
107.5	9.4
107.5416667	9.6
107.5833333	9.9
107.625	10.1
107.6666667	10.2
107.7083333	10.3
107.75	10.3
107.7916667	10.3
107.8333333	10.3
107.875	10.2
107.9166667	10.0
107.9583333	9.9
108.0	9.7
108.0416667	9.5
108.0833333	9.3
108.125	9.1
108.1666667	9.0
108.2083333	8.9
108.25	8.9
108.2916667	8.9
108.3333333	9.0
108.375	9.2
108.4166667	9.4
108.4583333	9.7
108.5	9.9
108.5416667	10.1
108.5833333	10.3
108.625	10.5
108.6666667	10.7
108.7083333	10.9
108.75	11.0
108.7916667	11.0
108.8333333	11.0
108.875	11.0
108.9166667	10.9
108.9583333	10.9
109.0	10.8
109.0416667	10.7
109.0833333	10.5
109.125	10.4
109.1666667	10.3
109.2083333	10.3
109.25	10.4
109.2916667	10.4
109.3333333	10.4
109.375	10.6
109.4166667	10.8
109.4583333	10.9
109.5	10.9
109.5416667	11.1
109.5833333	11.3
109.625	11.5
109.6666667	11.8
109.7083333	12.0
109.75	12.1
109.7916667	12.2
109.8333333	12.2
109.875	12.1
109.9166667	12.0
109.9583333	11.9
110.0	11.7
110.0416667	11.5
110.0833333	11.4
110.125	11.3
110.1666667	11.2
110.2083333	11.2
110.25	11.1
110.2916667	11.0
110.3333333	11.0
110.375	11.1
110.4166667	11.2
110.4583333	11.3
110.5	11.4
110.5416667	11.6
110.5833333	11.7
110.625	11.9
110.6666667	12.0
110.7083333	12.1
110.75	12.1
110.7916667	12.0
110.8333333	11.9
110.875	11.9
110.9166667	11.8
110.9583333	11.7
111.0	11.5
111.0416667	11.4
111.0833333	11.2
111.125	11.0
111.1666667	11.0
111.2083333	10.9
111.25	10.9
111.2916667	10.9
111.3333333	10.9
111.375	11.0
111.4166667	11.2
111.4583333	11.4
111.5	11.6
111.5416667	11.8
111.5833333	12.0
111.625	12.1
111.6666667	12.0
111.7083333	12.1
111.75	12.2
111.7916667	12.1
111.8333333	12.0
111.875	11.9
111.9166667	11.7
111.9583333	11.6
112.0	11.6
112.0416667	11.6
112.0833333	11.4
112.125	11.3
112.1666667	11.2
112.2083333	11.1
112.25	11.0
112.2916667	10.9
112.3333333	10.9
112.375	10.9
112.4166667	11.0
112.4583333	11.2
112.5	11.3
112.5416667	11.6
112.5833333	11.8
112.625	11.9
112.6666667	11.9
112.7083333	12.1
112.75	12.2
112.7916667	12.3
112.8333333	12.2
112.875	12.0
112.9166667	11.8
112.9583333	11.6
113.0	11.4
113.0416667	11.2
113.0833333	11.1
113.125	11.0
113.1666667	10.9
113.2083333	10.9
113.25	10.8
113.2916667	10.7
113.3333333	10.7
113.375	10.8
113.4166667	10.9
113.4583333	11.0
113.5	11.3
113.5416667	11.4
113.5833333	11.6
113.625	11.8
113.6666667	11.9
113.7083333	12.1
113.75	12.1
113.7916667	12.1
113.8333333	12.0
113.875	11.9
113.9166667	11.9
113.9583333	11.8
114.0	11.7
114.0416667	11.6
114.0833333	11.5
114.125	11.4
114.1666667	11.3
114.2083333	11.3
114.25	11.2
114.2916667	11.1
114.3333333	11.2
114.375	11.3
114.4166667	11.4
114.4583333	11.6
114.5	11.7
114.5416667	11.8
114.5833333	11.9
114.625	12.1
114.6666667	12.3
114.7083333	12.4
114.75	12.4
114.7916667	12.4
114.8333333	12.3
114.875	12.2
114.9166667	12.2
114.9583333	12.1
115.0	12.0
115.0416667	11.9
115.0833333	11.8
115.125	11.6
115.1666667	11.5
115.2083333	11.5
115.25	11.4
115.2916667	11.4
115.3333333	11.4
115.375	11.5
115.4166667	11.7
115.4583333	11.9
115.5	12.0
115.5416667	12.0
115.5833333	12.0
115.625	12.0
115.6666667	12.1
115.7083333	12.1
115.75	12.1
115.7916667	12.0
115.8333333	11.9
115.875	11.8
115.9166667	11.7
115.9583333	11.6
116.0	11.5
116.0416667	11.4
116.0833333	11.3
116.125	11.2
116.1666667	11.2
116.2083333	11.1
116.25	11.1
116.2916667	11.2
116.3333333	11.2
116.375	11.2
116.4166667	11.3
116.4583333	11.5
116.5	11.7
116.5416667	11.9
116.5833333	12.3
116.625	12.6
116.6666667	12.7
116.7083333	12.7
116.75	12.7
116.7916667	12.7
116.8333333	12.7
116.875	12.6
116.9166667	12.5
116.9583333	12.4
117.0	12.3
117.0416667	12.2
117.0833333	12.0
117.125	11.9
117.1666667	11.9
117.2083333	11.8
117.25	11.7
117.2916667	11.7
117.3333333	11.7
117.375	11.8
117.4166667	11.9
117.4583333	12.1
117.5	12.4
117.5416667	12.7
117.5833333	12.7
117.625	12.7
117.6666667	12.9
117.7083333	13.0
117.75	13.1
117.7916667	13.1
117.8333333	13.1
117.875	13.1
117.9166667	13.1
117.9583333	13.0
118.0	13.0
118.0416667	12.8
118.0833333	12.8
118.125	12.7
118.1666667	12.6
118.2083333	12.6
118.25	12.5
118.2916667	12.5
118.3333333	12.6
118.375	12.7
118.4166667	12.8
118.4583333	13.0
118.5	13.2
118.5416667	13.3
118.5833333	13.5
118.625	13.7
118.6666667	13.9
118.7083333	14.0
118.75	14.0
118.7916667	13.9
118.8333333	13.9
118.875	13.9
118.9166667	13.8
118.9583333	13.7
119.0	13.6
119.0416667	13.6
119.0833333	13.5
119.125	13.5
119.1666667	13.4
119.2083333	13.4
119.25	13.3
119.2916667	13.3
119.3333333	13.3
119.375	13.3
119.4166667	13.3
119.4583333	13.3
119.5	13.3
119.5416667	13.5
119.5833333	13.7
119.625	13.9
119.6666667	14.0
119.7083333	14.0
119.75	14.2
119.7916667	14.2
119.8333333	14.2
119.875	14.1
119.9166667	14.0
119.9583333	13.9
120.0	13.8
120.0416667	13.7
120.0833333	13.5
120.125	13.4
120.1666667	13.3
120.2083333	13.1
120.25	13.0
120.2916667	13.0
120.3333333	13.0
120.375	13.1
120.4166667	13.4
120.4583333	13.7
120.5	14.1
120.5416667	14.4
120.5833333	14.9
120.625	15.2
120.6666667	15.4
120.7083333	15.6
120.75	15.6
120.7916667	15.6
120.8333333	15.6
120.875	15.5
120.9166667	15.3
120.9583333	15.2
121.0	15.0
121.0416667	15.0
121.0833333	14.9
121.125	14.7
121.1666667	14.6
121.2083333	14.5
121.25	14.5
121.2916667	14.4
121.3333333	14.4
121.375	14.4
121.4166667	14.6
121.4583333	14.8
121.5	15.0
121.5416667	15.2
121.5833333	15.5
121.625	15.9
121.6666667	16.1
121.7083333	16.2
121.75	16.2
121.7916667	16.2
121.8333333	16.1
121.875	16.0
121.9166667	15.8
121.9583333	15.7
122.0	15.6
122.0416667	15.4
122.0833333	15.2
122.125	15.1
122.1666667	15.0
122.2083333	15.0
122.25	15.0
122.2916667	15.0
122.3333333	15.0
122.375	15.0
122.4166667	15.0
122.4583333	15.0
122.5	15.1
122.5416667	15.1
122.5833333	15.1
122.625	15.1
122.6666667	15.2
122.7083333	15.3
122.75	15.4
122.7916667	15.4
122.8333333	15.3
122.875	15.1
122.9166667	15.0
122.9583333	15.0
123.0	14.9
123.0416667	14.8
123.0833333	14.7
123.125	14.5
123.1666667	14.4
123.2083333	14.4
123.25	14.3
123.2916667	14.3
123.3333333	14.3
123.375	14.4
123.4166667	14.4
123.4583333	14.4
123.5	14.3
123.5416667	14.4
123.5833333	14.5
123.625	14.5
123.6666667	14.5
123.7083333	14.4
123.75	14.4
123.7916667	14.4
123.8333333	14.4
123.875	14.4
123.9166667	14.4
123.9583333	14.3
124.0	14.3
124.0416667	14.3
124.0833333	14.2
124.125	14.1
124.1666667	14.0
124.2083333	14.0
124.25	13.9
124.2916667	13.8
124.3333333	13.8
