#.t	.River_1.DO	.River_1.NH4	.River_2.DO	.River_2.NH4	.River_3.DO	.River_3.NH4	.River_4.DO	.River_4.NH4	.River_5.DO	.River_5.NH4
#d	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3
137.35	9.450958	0.049303305	9.9896929	0.048621562	10.19568	0.047951178	10.279146	0.04729047	10.315561	0.046642903
137.36	9.4520041	0.049303123	9.9916031	0.048621146	10.197425	0.047951066	10.280596	0.047290834	10.31686	0.046643388
137.37	9.4524046	0.049302949	9.9929023	0.048620676	10.198604	0.047950849	10.281497	0.047291081	10.317611	0.046643783
137.38	9.4522161	0.049302672	9.9933567	0.048620141	10.199007	0.047950483	10.28165	0.047291151	10.317617	0.046644036
137.39	9.451762	0.0493022	9.9931417	0.048619508	10.198743	0.047949982	10.281159	0.047291056	10.316983	0.046644152
137.4	9.450679	0.049301762	9.9923205	0.048618807	10.197886	0.047949358	10.280103	0.0472908	10.315787	0.046644126
137.41	9.4491141	0.049301344	9.9910144	0.048618033	10.196546	0.047948616	10.278576	0.0472904	10.314125	0.046643967
137.42	9.4469393	0.049300904	9.9890326	0.048617188	10.194551	0.047947744	10.276419	0.047289829	10.311842	0.046643647
137.43	9.4440517	0.049300412	9.9862623	0.04861626	10.191795	0.04794674	10.273526	0.04728909	10.308836	0.046643162
137.44	9.4403809	0.049299858	9.9826288	0.04861524	10.188204	0.047945594	10.269827	0.047288174	10.305037	0.046642499
137.45	9.4358201	0.049299249	9.9780236	0.048614112	10.183668	0.047944286	10.265215	0.047287052	10.300343	0.046641626
137.46	9.4304051	0.04929862	9.9724872	0.048612879	10.178226	0.047942805	10.259727	0.047285705	10.294789	0.046640517
137.47	9.4244955	0.049297997	9.9664249	0.048611589	10.172273	0.047941223	10.253746	0.047284221	10.288751	0.046639261
137.48	9.4180409	0.049297322	9.9596266	0.048610225	10.165604	0.047939493	10.247074	0.047282532	10.282037	0.046637782
137.49	9.4112011	0.049296566	9.9521969	0.048608787	10.158305	0.047937624	10.239794	0.047280646	10.274728	0.04663608
137.5	9.4041843	0.049295763	9.9444581	0.048607295	10.150679	0.047935679	10.232198	0.047278649	10.26711	0.04663425
137.51	9.3974176	0.049294397	9.9359053	0.048605656	10.142191	0.047933566	10.223765	0.047276423	10.258674	0.046632158
137.52	9.3896812	0.049292947	9.9264264	0.048603798	10.132691	0.047931273	10.214342	0.047273976	10.249269	0.046629817
137.53	9.381085	0.049291424	9.9160615	0.048601731	10.122242	0.047928775	10.203982	0.047271289	10.238946	0.046627202
137.54	9.3720303	0.049289813	9.9051262	0.048599519	10.11118	0.047926131	10.193013	0.047268432	10.228024	0.046624394
137.55	9.3627819	0.049287924	9.8935298	0.048597106	10.099384	0.047923287	10.181307	0.04726535	10.216379	0.046621328
137.56	9.3530795	0.049285942	9.8813822	0.048594467	10.086936	0.047920233	10.16894	0.047262038	10.204081	0.046618001
137.57	9.342944	0.049283927	9.8687725	0.048591641	10.073958	0.047916977	10.156028	0.047258508	10.191243	0.046614427
137.58	9.3326202	0.049281868	9.8559034	0.048588675	10.060665	0.047913564	10.142783	0.047254811	10.178072	0.046610665
137.59	9.3222473	0.049279749	9.8428544	0.048585578	10.047135	0.047909994	10.129282	0.047250944	10.164645	0.046606712
137.6	9.3123018	0.049277581	9.8300348	0.048582358	10.033741	0.047906263	10.115879	0.0472469	10.151301	0.046602554
137.61	9.3026797	0.049275459	9.8175378	0.048579061	10.020594	0.047902427	10.102689	0.047242736	10.138158	0.046598256
137.62	9.2933767	0.049273382	9.8053731	0.0485757	10.007722	0.047898461	10.089736	0.04723842	10.125237	0.046593783
137.63	9.2847205	0.04927105	9.7934164	0.048572281	9.9950071	0.047894408	10.076915	0.047234005	10.112439	0.046589195
137.64	9.2765902	0.04926858	9.7818003	0.048568737	9.9825231	0.047890231	10.064291	0.047229446	10.099824	0.046584441
137.65	9.2685128	0.049266191	9.7704538	0.048565088	9.9702307	0.047885937	10.051826	0.047224756	10.087355	0.046579539
137.66	9.2604707	0.049263868	9.759307	0.048561366	9.958107	0.047881528	10.039498	0.04721994	10.075012	0.046574496
137.67	9.2525517	0.049261649	9.7484766	0.04855759	9.9462611	0.047877027	10.02742	0.047215015	10.062907	0.046569325
137.68	9.2450198	0.049259573	9.7382027	0.048553825	9.934963	0.047872466	10.015855	0.047210011	10.051297	0.046564063
137.69	9.2380814	0.049257603	9.728607	0.04855011	9.9243422	0.047867876	10.004937	0.047204955	10.040312	0.046558732
137.7	9.2316945	0.049255722	9.7196349	0.048546452	9.9143535	0.047863266	9.9946253	0.047199849	10.029917	0.046553336
137.71	9.225878	0.049253854	9.7112441	0.048542851	9.9049469	0.047858652	9.9848763	0.047194706	10.020069	0.046547888
137.72	9.2210577	0.04925194	9.7037092	0.048539329	9.8963792	0.047854069	9.9759435	0.047189558	10.011019	0.046542416
137.73	9.2172475	0.049250177	9.6973485	0.048535914	9.8889519	0.047849559	9.9681225	0.047184442	10.003057	0.046536953
137.74	9.2140604	0.049248553	9.6918109	0.048532608	9.8823507	0.047845116	9.9611106	0.047179356	9.9958894	0.046531501
137.75	9.2115138	0.049247008	9.687051	0.048529401	9.8765312	0.047840739	9.9548633	0.047174306	9.9894734	0.046526064
137.76	9.2101769	0.049245399	9.6833684	0.048526325	9.8717786	0.047836474	9.9496638	0.04716933	9.9840882	0.046520676
137.77	9.2099016	0.049243989	9.6810081	0.048523407	9.8683256	0.047832362	9.9457421	0.04716447	9.9799614	0.04651538
137.78	9.2104733	0.049242808	9.6798633	0.048520664	9.8660963	0.047828409	9.9430231	0.047159739	9.9770217	0.046510185
137.79	9.2115666	0.049241766	9.679494	0.048518064	9.864676	0.04782458	9.9411054	0.047155105	9.9748746	0.046505065
137.8	9.2129593	0.049240829	9.6796662	0.048515592	9.8638479	0.047820859	9.9397799	0.047150554	9.9733157	0.046500004
137.81	9.2143986	0.049239967	9.6801227	0.048513226	9.8633694	0.047817226	9.9388116	0.047146065	9.9721144	0.046494985
137.82	9.2155399	0.049239209	9.6806046	0.048510961	9.8630141	0.047813673	9.9379864	0.047141626	9.9710625	0.04648999
137.83	9.2165732	0.04923851	9.6811451	0.048508804	9.8628121	0.047810207	9.9373362	0.047137245	9.9701912	0.046485026
137.84	9.2177639	0.049237872	9.6819341	0.048506759	9.8629268	0.04780684	9.9370194	0.047132937	9.9696555	0.046480114
137.85	9.2192981	0.049237327	9.683162	0.048504849	9.8635371	0.047803598	9.9372119	0.047128729	9.9696291	0.046475279
137.86	9.2213296	0.049236918	9.6850095	0.048503097	9.864814	0.047800505	9.9380816	0.047124645	9.9702779	0.046470544
137.87	9.2237505	0.049236649	9.6874317	0.048501557	9.8667463	0.047797609	9.9396292	0.047120721	9.9716074	0.046465939
137.88	9.2266031	0.049236471	9.6903585	0.04850016	9.8692229	0.047794861	9.9417351	0.047116925	9.9734965	0.046461437
137.89	9.2297326	0.049236355	9.6936426	0.048498907	9.8721077	0.04779226	9.9442678	0.047113254	9.9758169	0.046457035
137.9	9.2330548	0.049236305	9.6972216	0.048497796	9.8753412	0.047789809	9.9471699	0.04710971	9.9785128	0.046452736
137.91	9.2365315	0.049236351	9.7011003	0.048496826	9.8789243	0.047787514	9.9504428	0.047106301	9.981586	0.046448547
137.92	9.2403029	0.049236546	9.7054564	0.048496053	9.8830481	0.04778543	9.9542801	0.04710308	9.9852309	0.046444514
137.93	9.2445697	0.049236889	9.7104401	0.048495465	9.8878415	0.047783542	9.9588002	0.047100038	9.9895605	0.046440636
137.94	9.2494296	0.049237356	9.7161133	0.048495074	9.8933644	0.047781862	9.9640623	0.04709719	9.9946338	0.046436928
137.95	9.2548961	0.049237927	9.7224623	0.048494877	9.8996014	0.04778039	9.9700501	0.047094535	10.000435	0.046433389
137.96	9.2609511	0.049238577	9.7294815	0.048494908	9.9065585	0.047779178	9.9767782	0.047092123	10.006982	0.046430064
137.97	9.2672	0.049239137	9.7366291	0.048495062	9.9136793	0.047778136	9.9836937	0.047089874	10.013727	0.046426879
137.98	9.2731806	0.049239706	9.7436465	0.048495305	9.9207082	0.047777263	9.9905482	0.047087791	10.020428	0.046423835
137.99	9.2789073	0.049240317	9.7505361	0.048495632	9.9276547	0.047776522	9.9973457	0.047085839	10.027085	0.046420903
138	9.2843375	0.04924101	9.7572975	0.048496034	9.9345171	0.047775915	10.00408	0.047084037	10.033694	0.046418099
138.01	9.2890392	0.049242044	9.7638961	0.048496557	9.941295	0.047775451	10.010756	0.047082384	10.040257	0.046415429
138.02	9.2935903	0.049243102	9.7703365	0.048497205	9.9479943	0.047775125	10.01738	0.047080879	10.04678	0.046412889
138.03	9.2980568	0.049244146	9.7765998	0.048497999	9.9546086	0.047774955	10.023949	0.047079534	10.053262	0.046410496
138.04	9.3024778	0.049245178	9.7827522	0.048498889	9.9611564	0.047774913	10.030477	0.047078324	10.059715	0.046408224
138.05	9.3070848	0.049246071	9.7888118	0.048499862	9.9676389	0.047775004	10.036965	0.047077253	10.066139	0.046406079
138.06	9.3118953	0.049246818	9.7948167	0.048500885	9.9740547	0.047775238	10.04341	0.047076339	10.072533	0.046404079
138.07	9.3166162	0.049247596	9.8007701	0.048501961	9.9804129	0.047775603	10.049819	0.047075574	10.0789	0.046402219
138.08	9.3212063	0.049248434	9.8066932	0.04850307	9.9867235	0.047776088	10.056192	0.047074957	10.085244	0.046400499
138.09	9.3253503	0.049249517	9.8125592	0.048504239	9.9929962	0.047776677	10.062535	0.047074477	10.091567	0.046398911
138.1	9.3293673	0.04925066	9.8183291	0.048505512	9.9992218	0.047777393	10.068846	0.047074154	10.097868	0.046397477
138.11	9.3334123	0.049251779	9.8240342	0.048506865	10.005404	0.047778234	10.075129	0.047073981	10.104149	0.046396194
138.12	9.3374873	0.049252877	9.8296877	0.048508281	10.011556	0.047779167	10.081392	0.047073924	10.110416	0.046395029
138.13	9.3416015	0.049253948	9.8352959	0.048509753	10.017677	0.047780194	10.087633	0.047073993	10.116668	0.046393994
138.14	9.3457682	0.049254986	9.8408708	0.048511283	10.023759	0.047781352	10.093848	0.047074224	10.122902	0.046393125
138.15	9.3499462	0.049256016	9.8464251	0.048512855	10.029812	0.047782615	10.100042	0.047074595	10.129123	0.046392403
138.16	9.354116	0.049257049	9.8519637	0.04851446	10.035843	0.047783966	10.10622	0.047075086	10.135332	0.04639181
138.17	9.3582662	0.049258093	9.8574879	0.048516098	10.041852	0.047785403	10.112382	0.047075698	10.141531	0.046391347
138.18	9.3623841	0.049259154	9.8629967	0.048517772	10.047842	0.047786933	10.118527	0.047076444	10.147718	0.046391029
138.19	9.3665394	0.049260195	9.8684904	0.048519484	10.053811	0.047788562	10.124655	0.047077337	10.153894	0.046390877
138.2	9.3707155	0.049261226	9.8739774	0.04852122	10.059767	0.047790264	10.130772	0.047078342	10.160062	0.046390853
138.21	9.3749484	0.049262227	9.8794646	0.048522974	10.065712	0.047792036	10.136878	0.047079457	10.166221	0.046390956
138.22	9.3792851	0.049263174	9.8849597	0.048524738	10.071647	0.047793873	10.142974	0.04708068	10.172374	0.046391184
138.23	9.3837999	0.049264029	9.89048	0.048526501	10.077573	0.04779579	10.149058	0.04708204	10.178517	0.046391578
138.24	9.3882876	0.0492649	9.8960322	0.04852825	10.083496	0.047797759	10.155135	0.047083499	10.184655	0.046392094
138.25	9.3927292	0.049265801	9.9015968	0.048530005	10.089419	0.047799789	10.161205	0.047085082	10.190785	0.046392766
138.26	9.3971252	0.049266728	9.9071754	0.04853176	10.095343	0.047801861	10.167269	0.047086757	10.196911	0.046393559
138.27	9.4015038	0.049267669	9.9127642	0.048533518	10.10127	0.047803973	10.173329	0.047088521	10.203033	0.046394472
138.28	9.4058875	0.04926861	9.9183586	0.048535283	10.107199	0.047806123	10.179386	0.047090373	10.20915	0.046395505
138.29	9.4102719	0.049269554	9.9239567	0.048537058	10.113132	0.047808315	10.185441	0.04709232	10.215264	0.04639667
138.3	9.4145196	0.049270389	9.9292892	0.048538795	10.118789	0.047810511	10.191216	0.047094322	10.221099	0.04639793
138.31	9.4181924	0.049271092	9.9339346	0.048540453	10.123761	0.047812671	10.196309	0.047096345	10.226254	0.046399255
138.32	9.4211558	0.049271755	9.9379333	0.048542018	10.128075	0.047814787	10.200746	0.047098377	10.230755	0.046400632
138.33	9.4237268	0.04927239	9.9415272	0.048543524	10.131985	0.047816867	10.204778	0.047100412	10.234852	0.046402045
138.34	9.4257603	0.049272907	9.944442	0.048544932	10.135216	0.047818878	10.208132	0.047102428	10.238273	0.046403483
138.35	9.4269544	0.049273233	9.9463119	0.048546188	10.137395	0.047820774	10.210439	0.047104382	10.24065	0.046404907
138.36	9.4271612	0.049273471	9.947174	0.048547273	10.138546	0.047822539	10.211722	0.047106258	10.242007	0.0464063
138.37	9.4266232	0.049273646	9.9472179	0.048548234	10.138883	0.047824187	10.212194	0.047108059	10.242554	0.046407663
138.38	9.4253928	0.049273739	9.9464468	0.048549031	10.138382	0.047825689	10.211826	0.047109767	10.242264	0.046408985
138.39	9.4236491	0.049273775	9.9450458	0.048549701	10.137238	0.04782706	10.210813	0.047111388	10.241327	0.046410267
138.4	9.4214675	0.049273758	9.9430943	0.048550249	10.135524	0.047828302	10.209226	0.047112917	10.239817	0.046411504
138.41	9.4188993	0.049273675	9.9406311	0.048550679	10.133274	0.04782942	10.207101	0.047114353	10.237767	0.046412694
138.42	9.4158543	0.049273475	9.9374993	0.048550977	10.130338	0.047830387	10.204288	0.047115669	10.23503	0.046413808
138.43	9.4119401	0.049273071	9.9332667	0.048551093	10.126292	0.047831163	10.20037	0.047116819	10.231191	0.046414799
138.44	9.4063262	0.049272441	9.9272059	0.048550902	10.120398	0.047831636	10.194613	0.047117699	10.22552	0.04641557
138.45	9.3993757	0.049271654	9.9196574	0.048550446	10.113006	0.047831824	10.187369	0.047118316	10.218366	0.046416126
138.46	9.3917818	0.049270677	9.9111581	0.04854979	10.104646	0.047831801	10.179158	0.047118742	10.210249	0.046416522
138.47	9.3825408	0.049269279	9.9005575	0.048548733	10.094142	0.047831378	10.168815	0.047118793	10.20001	0.046416593
138.48	9.3712548	0.049267659	9.8878082	0.04854728	10.081468	0.047830547	10.15632	0.047118453	10.187628	0.046416315
138.49	9.3581605	0.049265792	9.8729842	0.048545374	10.066683	0.047829236	10.141721	0.04711766	10.173154	0.046415629
138.5	9.3441118	0.049263762	9.8569627	0.048543164	10.050661	0.047827584	10.125887	0.047116537	10.15745	0.046414646
138.51	9.3293299	0.049261583	9.8399421	0.048540666	10.033591	0.047825598	10.109004	0.047115089	10.140701	0.046413371
138.52	9.3141428	0.049259261	9.8221671	0.04853786	10.015691	0.04782324	10.09128	0.047113276	10.123113	0.046411767
138.53	9.2988014	0.049256813	9.8039074	0.048534755	9.9972078	0.047820499	10.072956	0.047111075	10.104924	0.046409813
138.54	9.28355	0.049254297	9.7855192	0.048531456	9.9785159	0.047817493	10.054404	0.047108603	10.086505	0.046407612
138.55	9.2685984	0.049251737	9.7672275	0.048527992	9.9598342	0.047814249	10.035841	0.047105881	10.068069	0.046405183
138.56	9.2546281	0.049249194	9.7496844	0.048524398	9.9417734	0.047810774	10.017857	0.047102903	10.050203	0.046402524
138.57	9.2418331	0.0492467	9.7331866	0.048520741	9.9246362	0.047807134	10.000751	0.047099729	10.0332	0.046399687
138.58	9.2299364	0.049244249	9.7175388	0.048517051	9.9082602	0.047803382	9.9843692	0.047096412	10.016907	0.046396716
138.59	9.218994	0.049241855	9.7028256	0.048513348	9.8927331	0.047799536	9.9687971	0.047092968	10.001411	0.046393628
138.6	9.2098379	0.049239604	9.6899146	0.04850971	9.87889	0.047795648	9.9548481	0.047089431	9.9875143	0.04639045
138.61	9.2023261	0.049237528	9.6787794	0.048506191	9.8667374	0.047791792	9.9425349	0.047085875	9.9752295	0.046387252
138.62	9.1959775	0.049235572	9.6688584	0.048502746	9.8557442	0.04778795	9.9313454	0.047082297	9.9640525	0.046384029
138.63	9.1909167	0.049233709	9.6604944	0.048499457	9.8462665	0.047784171	9.9216194	0.047078719	9.9543134	0.046380796
138.64	9.1876339	0.049231851	9.6538592	0.048496308	9.8384549	0.047780484	9.913514	0.047075182	9.9461716	0.046377591
138.65	9.1858142	0.049230223	9.6490356	0.048493321	9.8324049	0.047776919	9.9071244	0.04707171	9.9397203	0.046374435
138.66	9.185062	0.049228813	9.6457019	0.048490507	9.8278434	0.047773477	9.9021844	0.047068309	9.934696	0.046371328
138.67	9.1849107	0.049227467	9.6431485	0.04848779	9.8240728	0.047770103	9.8980154	0.047064946	9.9304298	0.046368245
138.68	9.185465	0.049226057	9.6414242	0.048485185	9.821165	0.04776681	9.8946889	0.047061612	9.9269893	0.046365167
138.69	9.186032	0.049224735	9.6401168	0.048482629	9.8187131	0.04776356	9.8918082	0.047058276	9.9239825	0.046362064
138.7	9.1865359	0.049223538	9.6391081	0.048480144	9.8166329	0.04776035	9.8892959	0.047054942	9.9213344	0.046358939
138.71	9.1870403	0.049222397	9.6382906	0.048477701	9.8147928	0.047757167	9.8870222	0.04705161	9.9189192	0.0463558
138.72	9.1877073	0.049221224	9.6377096	0.048475327	9.8132637	0.047754026	9.8850639	0.047048283	9.9168118	0.04635264
138.73	9.1883803	0.049220116	9.6373453	0.048472998	9.8120059	0.047750925	9.8833828	0.047044963	9.9149764	0.046349462
138.74	9.1889764	0.049219114	9.6371141	0.048470742	9.8109551	0.047747864	9.8819203	0.047041649	9.9133556	0.046346268
138.75	9.1895935	0.049218153	9.6370122	0.048468541	9.8100962	0.04774484	9.8806593	0.047038345	9.9119343	0.04634306
138.76	9.1904847	0.049217057	9.6370159	0.048466386	9.8093881	0.04774185	9.8795609	0.047035049	9.910674	0.04633984
138.77	9.1913386	0.049216036	9.6371513	0.048464263	9.8088431	0.047738903	9.8786396	0.047031766	9.9095902	0.046336607
138.78	9.1920871	0.049215129	9.6373677	0.048462193	9.8084289	0.047735993	9.8778618	0.047028494	9.9086504	0.046333362
138.79	9.1927284	0.049214325	9.6376351	0.048460169	9.808107	0.047733112	9.8771863	0.047025233	9.9078137	0.046330109
138.8	9.1932406	0.049213639	9.6379395	0.048458205	9.8078719	0.047730264	9.8766097	0.047021983	9.9070769	0.046326847
138.81	9.193591	0.049213099	9.6382624	0.04845634	9.807733	0.047727465	9.8761472	0.047018749	9.9064562	0.046323576
138.82	9.1939084	0.049212608	9.6385826	0.048454567	9.8076581	0.04772471	9.8757655	0.047015529	9.9059186	0.046320299
138.83	9.1942093	0.049212162	9.6389227	0.048452867	9.8076473	0.047722006	9.8754646	0.047012329	9.9054653	0.046317016
138.84	9.1948907	0.04921164	9.6394356	0.048451284	9.8078592	0.047719381	9.8754063	0.047009166	9.9052561	0.046313747
138.85	9.1962656	0.049211136	9.6405553	0.048449803	9.8086655	0.047716875	9.8759486	0.047006091	9.9056472	0.046310538
138.86	9.1981574	0.049210773	9.6422896	0.048448473	9.8100991	0.047714508	9.8771283	0.047003117	9.9066748	0.046307402
138.87	9.2005086	0.049210548	9.6446359	0.048447282	9.8121473	0.047712289	9.8789267	0.04700026	9.9083216	0.046304348
138.88	9.2031602	0.049210356	9.6472989	0.048446182	9.8145244	0.047710162	9.8810589	0.046997475	9.9103028	0.046301345
138.89	9.2062717	0.049210176	9.6504119	0.04844521	9.8173651	0.047708173	9.8836621	0.046994799	9.9127559	0.046298421
138.9	9.2096374	0.049210088	9.6539199	0.048444343	9.8206044	0.047706316	9.8866695	0.046992232	9.9156149	0.046295575
138.91	9.2131761	0.049210112	9.6577512	0.048443614	9.8242029	0.047704597	9.8900459	0.046989779	9.9188446	0.046292813
138.92	9.2166347	0.049210352	9.6618307	0.048442997	9.8280818	0.047702999	9.8937081	0.046987431	9.9223628	0.046290127
138.93	9.2200628	0.049210765	9.6661068	0.048442522	9.8322162	0.047701525	9.8976367	0.046985188	9.9261497	0.046287519
138.94	9.2236436	0.049211221	9.6705608	0.048442205	9.8365942	0.047700192	9.9018235	0.046983064	9.9301983	0.046284999
138.95	9.2273363	0.049211727	9.675176	0.048442034	9.8411884	0.047699009	9.9062434	0.046981065	9.9344845	0.046282573
138.96	9.230976	0.049212286	9.6798062	0.048441962	9.8458412	0.047697922	9.9107378	0.046979145	9.9388491	0.046280205
138.97	9.2341146	0.049212953	9.6841484	0.048441995	9.8502751	0.047696948	9.9150408	0.046977313	9.943032	0.046277893
138.98	9.2366748	0.049213607	9.6879476	0.048442095	9.854243	0.04769604	9.9189066	0.046975529	9.946789	0.046275601
138.99	9.2387313	0.049214199	9.6911737	0.04844226	9.8577082	0.04769521	9.9223038	0.046973801	9.950091	0.046273334
139	9.2404778	0.049214745	9.6940105	0.048442461	9.8608219	0.047694445	9.9253761	0.046972121	9.9530787	0.04627109
139.01	9.2429032	0.049214878	9.6968158	0.048442712	9.8638976	0.047693793	9.928433	0.046970541	9.9560606	0.046268913
139.02	9.2457201	0.049215091	9.700045	0.048443001	9.8673321	0.047693289	9.9318598	0.046969104	9.9594183	0.046266847
139.03	9.2487427	0.049215367	9.7035317	0.048443332	9.8709946	0.047692886	9.9355182	0.046967773	9.9630123	0.046264866
139.04	9.251993	0.049215714	9.7073134	0.048443715	9.8749219	0.047692602	9.9394439	0.046966572	9.9668788	0.04626299
139.05	9.255391	0.04921617	9.7113785	0.048444167	9.8791153	0.047692448	9.9436359	0.046965522	9.9710173	0.046261239
139.06	9.2588382	0.049216715	9.7156068	0.048444675	9.8834718	0.047692381	9.9479909	0.046964573	9.9753223	0.046259576
139.07	9.2624363	0.049217317	9.7200407	0.048445272	9.8880451	0.047692439	9.9525634	0.046963772	9.9798496	0.046258043
139.08	9.2661435	0.049217969	9.7246382	0.048445952	9.8927943	0.047692614	9.9573133	0.046963112	9.9845584	0.046256636
139.09	9.2698879	0.049218652	9.7293223	0.048446667	9.8976305	0.047692849	9.96215	0.046962527	9.9893561	0.046255299
139.1	9.2736835	0.0492194	9.7341335	0.048447475	9.9026178	0.047693205	9.9671417	0.046962086	9.9943127	0.046254096
139.11	9.2775591	0.04922017	9.7390392	0.048448359	9.9077185	0.047693665	9.972251	0.046961769	9.9993901	0.046253012
139.12	9.2815012	0.04922096	9.744023	0.048449315	9.9129173	0.047694223	9.9774629	0.046961572	10.004573	0.046252043
139.13	9.285237	0.049221919	9.7490754	0.048450329	9.9181942	0.047694877	9.9827575	0.046961493	10.009842	0.04625119
139.14	9.2887241	0.049223075	9.7541373	0.048451463	9.9235468	0.047695633	9.9881358	0.046961533	10.015198	0.046250456
139.15	9.2923264	0.0492242	9.7592088	0.048452708	9.9289613	0.047696502	9.993588	0.046961702	10.020632	0.04624985
139.16	9.2959996	0.049225295	9.7642746	0.048454027	9.9343993	0.047697457	9.9990744	0.046961966	10.026103	0.046249341
139.17	9.299691	0.049226334	9.7692609	0.04845541	9.939782	0.047698505	10.004519	0.046962336	10.031538	0.046248937
139.18	9.3030969	0.049227279	9.7738708	0.048456813	9.9448072	0.047699619	10.009625	0.046962785	10.036641	0.046248615
139.19	9.3057704	0.049228143	9.777738	0.048458183	9.9491088	0.047700758	10.01403	0.04696328	10.041055	0.04624834
139.2	9.3079349	0.049228942	9.7810723	0.048459523	9.9528816	0.047701921	10.017921	0.046963821	10.044965	0.046248115
139.21	9.3098788	0.04922963	9.7839723	0.048460829	9.9562264	0.047703102	10.021398	0.046964401	10.048469	0.046247934
139.22	9.3116738	0.04923017	9.7865003	0.048462089	9.9591831	0.047704296	10.024498	0.046965023	10.051602	0.046247799
139.23	9.3131586	0.04923064	9.788653	0.04846327	9.96172	0.047705501	10.027184	0.046965693	10.05433	0.046247722
139.24	9.3143701	0.049231081	9.7904813	0.048464398	9.9639097	0.047706708	10.029527	0.046966405	10.056721	0.046247699
139.25	9.3154733	0.049231513	9.792169	0.048465475	9.9659258	0.047707917	10.031693	0.046967162	10.058938	0.046247732
139.26	9.3167389	0.049231966	9.793983	0.048466536	9.968034	0.047709152	10.033944	0.046967987	10.061242	0.046247848
139.27	9.3184216	0.049232458	9.7961705	0.048467614	9.9704796	0.047710435	10.036522	0.046968901	10.063872	0.046248071
139.28	9.3204553	0.049232981	9.7987085	0.048468718	9.9732501	0.047711766	10.039414	0.046969899	10.066812	0.046248397
139.29	9.3230938	0.049233553	9.8018012	0.048469851	9.9765273	0.047713166	10.042796	0.046971011	10.070241	0.046248856
139.3	9.325771	0.049233906	9.8046757	0.048470948	9.9795721	0.047714559	10.045939	0.046972161	10.073431	0.046249381
139.31	9.3272417	0.049234136	9.8064574	0.048471893	9.9815089	0.047715859	10.047978	0.046973262	10.075524	0.046249883
139.32	9.3275897	0.049234285	9.8071816	0.048472678	9.9823912	0.047717046	10.048962	0.046974302	10.076567	0.046250356
139.33	9.3275304	0.049234389	9.807449	0.048473375	9.9828065	0.047718151	10.049481	0.04697529	10.077145	0.046250804
139.34	9.3263672	0.049234464	9.8066754	0.048473907	9.9821928	0.047719117	10.048968	0.0469762	10.076696	0.046251213
139.35	9.3247142	0.049234549	9.8054394	0.048474365	9.9811252	0.047720004	10.048001	0.04697706	10.075793	0.046251598
139.36	9.3224922	0.049234567	9.8035021	0.048474713	9.9793718	0.047720763	10.046348	0.046977835	10.074205	0.04625194
139.37	9.3199202	0.049234514	9.8010812	0.048474967	9.9771316	0.047721419	10.044208	0.046978539	10.07213	0.046252244
139.38	9.3170217	0.049234347	9.7981363	0.04847512	9.974359	0.047721963	10.041538	0.046979155	10.069525	0.046252495
139.39	9.3134499	0.049233979	9.794278	0.048475115	9.9706638	0.047722347	10.037951	0.046979637	10.066006	0.046252646
139.4	9.3089811	0.049233481	9.7894167	0.048474905	9.9659373	0.047722536	10.033336	0.046979952	10.061462	0.046252668
139.41	9.3039635	0.0492329	9.7838863	0.048474567	9.9605368	0.047722583	10.028051	0.046980141	10.05625	0.046252593
139.42	9.2986895	0.04923196	9.7775583	0.048474024	9.9542928	0.047722432	10.021923	0.046980157	10.050197	0.046252379
139.43	9.2929816	0.049230491	9.7701259	0.048473172	9.9468548	0.047722032	10.014601	0.046979951	10.042956	0.046251979
139.44	9.2861015	0.049228942	9.7616019	0.048471982	9.9382281	0.047721353	10.006086	0.0469795	10.034523	0.046251369
139.45	9.2784178	0.049227327	9.7522634	0.048470531	9.9287296	0.047720421	9.9966879	0.04697883	10.02521	0.046250574
139.46	9.2698451	0.049225682	9.742074	0.048468807	9.918328	0.047719216	9.9863746	0.046977922	10.014983	0.046249573
139.47	9.26055	0.049224051	9.7312054	0.048466863	9.9072183	0.047717753	9.9753402	0.046976784	10.004035	0.046248378
139.48	9.2507117	0.049222351	9.7196577	0.048464711	9.895417	0.047716005	9.9636019	0.046975384	9.9923799	0.046246959
139.49	9.2404509	0.049220554	9.7075227	0.048462318	9.8829865	0.047713954	9.9512175	0.046973701	9.9800765	0.046245297
139.5	9.2299325	0.04921868	9.6949837	0.048459778	9.8701384	0.047711687	9.9384059	0.046971809	9.9673433	0.046243454
139.51	9.2194263	0.049216579	9.682071	0.048457049	9.8568703	0.047709154	9.9251657	0.046969642	9.9541773	0.046241373
139.52	9.2087505	0.049214339	9.6688078	0.048454088	9.8431821	0.047706346	9.9114885	0.046967201	9.9405706	0.046239047
139.53	9.1978773	0.049212053	9.6552739	0.048450956	9.8291802	0.0477033	9.8974853	0.046964512	9.9266341	0.0462365
139.54	9.1868681	0.049209724	9.6415575	0.048447659	9.8149494	0.047700033	9.8832386	0.046961589	9.9124498	0.046233739
139.55	9.1761728	0.049206834	9.627424	0.048444112	9.8002298	0.047696473	9.8684886	0.046958357	9.8977586	0.046230692
139.56	9.1646889	0.049203821	9.6125466	0.048440229	9.7846811	0.047692567	9.8528966	0.046954766	9.8822241	0.046227309
