TKd,1.0
TSOD,1.05
KBODs,0.55
Vs1,0.73
Vs2,9.36
U_NH4_in@Manipulated,3.5048166404400001
SOD,0.5
MB,0
TKL,0.96
U_BOD_in@Manipulated,62.477884743999994
KSO2,1.05
KLmin,0.1
n,0.07
KNO2,0.5
U_COD_in@Manipulated,486.030088369
Kd2,0.16
VKL,5.5
KO2,1.6
Knit,0.16
Kd1,0.6
id_simulation,4
